experiment_id,timestamp_utc,phase,macro_engine_version,hmm_engine_version,bayesian_updater_version,calibration_version,tail_risk_engine_version,dynamic_hedging_engine_version,correlation_breakdown_version,alpha_engine_version,ensemble_forecast_version,signal_decay_version,walk_forward_framework_version,walk_forward_sharpe_like,walk_forward_max_drawdown,walk_forward_avg_realized_ic,walk_forward_prediction_days,alpha_hit_ratio,alpha_long_short_sharpe_like,alpha_max_drawdown,alpha_avg_turnover,portfolio_var_95,portfolio_cvar_95,portfolio_tail_max_drawdown,hedging_avg_equity_exposure,hedging_avg_hedge_intensity,best_signal_horizon_days,best_signal_rank_ic,best_signal_spread,avg_calibrated_confidence,avg_calibrated_max_probability
aurum_quant_phase2_2026-05-27T04:05:51.255976+00:00,2026-05-27T04:05:51.255976+00:00,quant_research_phase2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v1,0.5026022415923571,-0.5942927130270543,-0.0138132007474032,300.0,0.4997139588100686,-0.8518688580337278,-0.85978260976283,0.2534246575342466,-0.0129589080642902,-0.0172379039734755,-0.1208861659266705,0.517685046161345,0.482314953838655,1.0,-0.0355060812567039,-0.003000798295345,0.238370907055611,0.6818624479670321
aurum_quant_phase2_2026-05-27T11:04:40.579522+00:00,2026-05-27T11:04:40.579522+00:00,quant_research_phase2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v1,0.5026022415923571,-0.5942927130270543,-0.0138132007474032,300.0,0.4997139588100686,-0.8518688580337278,-0.85978260976283,0.2534246575342466,-0.0129589080642902,-0.0172379039734755,-0.1208861659266705,0.517685046161345,0.482314953838655,1.0,-0.0355060812567039,-0.003000798295345,0.238370907055611,0.6818624479670321
aurum_quant_phase2_2026-05-27T11:04:55.613491+00:00,2026-05-27T11:04:55.613491+00:00,quant_research_phase2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v1,0.5026022415923571,-0.5942927130270543,-0.0138132007474032,300.0,0.4997139588100686,-0.8518688580337278,-0.85978260976283,0.2534246575342466,-0.0129589080642902,-0.0172379039734755,-0.1208861659266705,0.517685046161345,0.482314953838655,1.0,-0.0355060812567039,-0.003000798295345,0.238370907055611,0.6818624479670321
aurum_quant_phase2_2026-05-27T11:54:48.733492+00:00,2026-05-27T11:54:48.733492+00:00,quant_research_phase2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v2,v1,0.5026022415923571,-0.5942927130270543,-0.0138132007474032,300.0,0.4997139588100686,-0.8518688580337278,-0.85978260976283,0.2534246575342466,-0.0129589080642902,-0.0172379039734755,-0.1208861659266705,0.517685046161345,0.482314953838655,1.0,-0.0355060812567039,-0.003000798295345,0.238370907055611,0.6818624479670321
