Date,dominant_regime,dominant_regime_probability,transition_entropy,instability_score
2025-07-21,bull,0.4666666666666667,1.0437570363314086,0.5566704193767512
2025-07-22,bull,0.4666666666666667,1.0341188042574396,0.5515300289373011
2025-07-23,bull,0.48333333333333334,1.0174712090264326,0.5256934579969901
2025-07-24,bull,0.5,0.9985793315873921,0.49928966579369605
2025-07-25,bull,0.5,0.9831047662689958,0.4915523831344979
2025-07-28,bull,0.5166666666666667,0.9597127562836061,0.46386116553707624
2025-07-29,bull,0.5166666666666667,0.9390024435424622,0.45385118104552336
2025-07-30,bull,0.5166666666666667,0.9147764817294218,0.4421419661692205
2025-07-31,bull,0.5333333333333333,0.8823109245150755,0.41174509810703525
2025-08-01,bull,0.5333333333333333,0.8498232059337574,0.39658416276908676
2025-08-04,bull,0.5333333333333333,0.8110053415676062,0.37846915939821624
2025-08-05,bull,0.5333333333333333,0.7628254910269652,0.35598522914591707
2025-08-06,bull,0.5333333333333333,0.6909233093138181,0.3224308776797818
2025-08-07,bull,0.5166666666666667,0.6925915220779792,0.3347525690043566
2025-08-08,bull,0.5,0.6931471805599453,0.34657359027997264
2025-08-11,normal,0.5,0.6931471805599453,0.34657359027997264
2025-08-12,bull,0.5,0.6931471805599453,0.34657359027997264
2025-08-13,bull,0.5,0.6931471805599453,0.34657359027997264
2025-08-14,normal,0.5,0.6931471805599453,0.34657359027997264
2025-08-15,bull,0.5,0.6931471805599453,0.34657359027997264
2025-08-18,normal,0.5166666666666667,0.6925915220779792,0.3347525690043566
2025-08-19,bull,0.5,0.6931471805599453,0.34657359027997264
2025-08-20,normal,0.5166666666666667,0.6925915220779792,0.3347525690043566
2025-08-21,normal,0.5166666666666667,0.6925915220779792,0.3347525690043566
2025-08-22,normal,0.5333333333333333,0.6909233093138181,0.3224308776797818
2025-08-25,normal,0.5333333333333333,0.6909233093138181,0.3224308776797818
2025-08-26,normal,0.55,0.6881388137135884,0.30966246617111476
2025-08-27,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-08-28,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-08-29,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-02,normal,0.6,0.6730116670092565,0.26920466680370264
2025-09-03,normal,0.6,0.6730116670092565,0.26920466680370264
2025-09-04,normal,0.6,0.6730116670092565,0.26920466680370264
2025-09-05,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-08,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-09,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-10,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-11,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-12,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-15,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-16,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-17,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-18,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-19,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-22,normal,0.5666666666666667,0.6842317651303003,0.29650043155646344
2025-09-23,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-24,normal,0.6,0.6730116670092565,0.26920466680370264
2025-09-25,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-26,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-29,normal,0.5833333333333334,0.6791932659915256,0.2829971941631357
2025-09-30,normal,0.6,0.6730116670092565,0.26920466680370264
2025-10-01,normal,0.6,0.6730116670092565,0.26920466680370264
2025-10-02,normal,0.6166666666666667,0.6656723999853216,0.25517441999437324
2025-10-03,normal,0.6333333333333333,0.6571577614973405,0.24095784588235822
2025-10-06,normal,0.65,0.6474466390346325,0.22660632366212136
2025-10-07,normal,0.6333333333333333,0.6571577614973405,0.24095784588235822
2025-10-08,normal,0.6333333333333333,0.6571577614973405,0.24095784588235822
2025-10-09,normal,0.6166666666666667,0.6656723999853216,0.25517441999437324
2025-10-10,normal,0.6333333333333333,0.6571577614973405,0.24095784588235822
2025-10-13,normal,0.65,0.6474466390346325,0.22660632366212136
2025-10-14,normal,0.6666666666666666,0.6365141682948128,0.2121713894316043
2025-10-15,normal,0.6666666666666666,0.6365141682948128,0.2121713894316043
2025-10-16,normal,0.6833333333333333,0.6243313065714509,0.1977049137476261
2025-10-17,normal,0.7,0.6108643020548935,0.1832592906164681
2025-10-20,normal,0.7,0.6108643020548935,0.1832592906164681
2025-10-21,normal,0.7166666666666667,0.5960740318257864,0.1688876423506395
2025-10-22,normal,0.7166666666666667,0.5960740318257864,0.1688876423506395
2025-10-23,normal,0.7166666666666667,0.5960740318257864,0.1688876423506395
2025-10-24,normal,0.7166666666666667,0.5960740318257864,0.1688876423506395
2025-10-27,normal,0.7,0.6108643020548935,0.1832592906164681
2025-10-28,normal,0.6833333333333333,0.6243313065714509,0.1977049137476261
2025-10-29,normal,0.6833333333333333,0.6243313065714509,0.1977049137476261
2025-10-30,normal,0.6833333333333333,0.6243313065714509,0.1977049137476261
2025-10-31,normal,0.6833333333333333,0.6243313065714509,0.1977049137476261
2025-11-03,normal,0.6833333333333333,0.6243313065714509,0.1977049137476261
2025-11-04,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-05,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-06,normal,0.7166666666666667,0.5960740318257864,0.1688876423506395
2025-11-07,normal,0.7333333333333333,0.5799151714181009,0.1546440457114936
2025-11-10,normal,0.7166666666666667,0.5960740318257864,0.1688876423506395
2025-11-11,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-12,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-13,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-14,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-17,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-18,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-19,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-20,normal,0.7,0.6108643020548935,0.1832592906164681
2025-11-21,normal,0.6833333333333333,0.689625455938641,0.21838139438056964
2025-11-24,normal,0.7,0.675232048607815,0.20256961458234454
2025-11-25,normal,0.7,0.675232048607815,0.20256961458234454
2025-11-26,normal,0.7,0.675232048607815,0.20256961458234454
2025-11-28,normal,0.7166666666666667,0.6594608200444394,0.18684723234592449
2025-12-01,normal,0.7333333333333333,0.6422596137398234,0.1712692303306196
2025-12-02,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-03,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-04,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2025-12-05,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2025-12-08,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-09,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-10,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-11,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-12,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2025-12-15,normal,0.7833333333333333,0.5814142775916215,0.12597309347818464
2025-12-16,normal,0.8,0.55776962014942,0.11155392402988397
2025-12-17,normal,0.7833333333333333,0.5814142775916215,0.12597309347818464
2025-12-18,normal,0.7833333333333333,0.5814142775916215,0.12597309347818464
2025-12-19,normal,0.7833333333333333,0.5814142775916215,0.12597309347818464
2025-12-22,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2025-12-23,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2025-12-24,normal,0.75,0.6235676513174672,0.1558919128293668
2025-12-26,normal,0.7333333333333333,0.6422596137398234,0.1712692303306196
2025-12-29,normal,0.7333333333333333,0.6422596137398234,0.1712692303306196
2025-12-30,normal,0.7333333333333333,0.6422596137398234,0.1712692303306196
2025-12-31,normal,0.7333333333333333,0.6422596137398234,0.1712692303306196
2026-01-02,normal,0.75,0.6235676513174672,0.1558919128293668
2026-01-05,normal,0.75,0.6235676513174672,0.1558919128293668
2026-01-06,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-07,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-08,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-09,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
2026-01-12,normal,0.7666666666666667,0.6033137974637949,0.14077321940821877
