hidden_state,observations,avg_spy_vol_20d,avg_qqq_vol_20d,avg_btc_vol_20d,avg_vix_level,avg_vix_stress_ratio,avg_spy_momentum_20d,avg_tlt_momentum_20d,avg_momentum_breadth,avg_equity_bond_corr_20d,avg_liquidity_stress_proxy,avg_realized_vol_regime_score
0,20,0.4988274118915196,0.5566795977188743,0.508419426762237,30.91250009536743,0.9423468906833481,-0.018520023992851402,-0.03092716250433557,0.44000000000000006,0.26218707018316617,0.9608669146761993,1.7080722806541928
1,444,0.09675331944978906,0.13073639195981807,0.31627269144245923,16.922297308036875,0.9640967410612549,0.024718410001884905,-0.0016215111917305472,0.7189189189189189,0.170849582181111,0.9393783310593701,0.8859420328082782
2,189,0.14022502062280276,0.18718665499475182,0.4793463985412828,22.179312327551465,1.1061680658616597,-0.021428777405747872,0.006695320760175378,0.3693121693121693,-0.11653026772052986,1.1275968432674075,1.2937096198351843
