state,inferred_role,avg_posterior_probability,max_posterior_probability,min_posterior_probability,avg_bayesian_confidence,avg_posterior_entropy
0,crisis,0.030627871362940276,1.0,0.0,0.9814736735586195,0.020353249892377537
1,stable,0.6786146599971289,1.0,0.0,0.9814736735586195,0.020353249892377537
2,transition,0.2907574686399309,1.0,4.8972650805034433e-51,0.9814736735586195,0.020353249892377537
