Date,state_0_filtered_probability,state_1_filtered_probability,state_2_filtered_probability
2025-08-14,1.0779817484126158e-202,0.9999999946267053,5.373909460136688e-09
2025-08-15,6.054192566092586e-200,0.9999999956762622,4.324388244937087e-09
2025-08-16,4.131957182597182e-201,0.9999999953452061,4.65505147832092e-09
2025-08-17,5.050640860055965e-203,0.9999999925348675,7.465368296582855e-09
2025-08-18,6.348450814038458e-199,0.9999999975334504,2.4670186480369503e-09
2025-08-19,4.997991482302656e-190,0.9999999659594329,3.4040695127502955e-08
2025-08-20,3.1914958337442436e-189,0.9999999726805985,2.73201885361507e-08
2025-08-21,1.0426319528428978e-201,0.9999999977026164,2.2973211617103418e-09
2025-08-22,4.967395864032848e-182,0.9999999999745341,2.491536956175911e-11
2025-08-23,2.0246208956087537e-182,0.9999999999672582,3.2178630798688166e-11
2025-08-24,1.4198651765203587e-191,0.9999999981555447,1.844793580114244e-09
2025-08-25,2.770865826557389e-185,0.999999997771738,2.2286485777434794e-09
2025-08-26,1.5878429897339417e-186,0.9999999989904609,1.0095726105250104e-09
2025-08-27,3.6691956935282547e-190,0.9999999956326064,4.367867336841214e-09
2025-08-28,8.370972782288553e-190,0.999999997766281,2.232855754098931e-09
2025-08-29,2.6718068056466087e-180,0.9999998453840937,1.5461568750846571e-07
2025-08-30,4.532781918957379e-181,0.9999998530929696,1.4690690325327005e-07
2025-08-31,2.325510899938947e-179,0.9999999272804443,7.27192323828013e-08
2025-09-01,7.012492636205642e-186,0.9999996920214945,3.079785651120133e-07
2025-09-02,3.230342370674976e-181,0.9994888489387813,0.0005111510603245139
2025-09-03,3.204317740059038e-185,0.9999773567814123,2.2643218618079592e-05
2025-09-04,9.122852226852463e-187,0.9999999587471402,4.125198569792388e-08
2025-09-05,8.593464351523076e-189,0.9999995239251117,4.760744519812424e-07
2025-09-06,8.840998119317267e-188,0.9999995182444105,4.817561977424976e-07
2025-09-07,8.778700329830086e-190,0.999999496,5.039998466436642e-07
2025-09-08,4.5057680594486986e-201,0.999999988152922,1.1846779708995784e-08
2025-09-09,1.67762145079282e-207,0.9999999992724042,7.280548278599416e-10
2025-09-10,2.647703697137183e-211,0.9999999997780833,2.2265804530065266e-10
2025-09-11,2.442528965189435e-245,0.9999999999636202,3.576144808427423e-11
2025-09-12,1.2599794788906057e-243,0.999999999994543,5.701873682848332e-12
2025-09-13,4.137769867278276e-247,0.999999999996362,4.372222011065922e-12
2025-09-14,5.592557113314985e-263,1.0,7.012354718680532e-13
2025-09-15,9.953203203418707e-265,0.999999999996362,3.799781195289275e-12
2025-09-16,1.0210123737521026e-263,0.9999999999563443,4.419692577881917e-11
2025-09-17,4.619310452559733e-265,0.9999999999890861,1.149101343596481e-11
2025-09-18,7.864653065586139e-292,1.0,2.5138581418779737e-13
2025-09-19,1.1195435394930037e-286,1.0,8.691898317476558e-14
2025-09-20,6.142949781226006e-288,1.0,8.041587277411929e-14
2025-09-21,8.27417794029439e-288,1.0,9.836293478875125e-14
2025-09-22,6.169344492302835e-284,1.0,3.0799335929971405e-13
2025-09-23,2.5565426721434524e-280,0.9999999999872671,1.2417336570130034e-11
2025-09-24,6.745983996767609e-280,0.999999999990905,9.27785044316127e-12
2025-09-25,1.818658798873296e-258,0.9999999999599822,3.972931627542346e-11
2025-09-26,3.3165662698937995e-255,1.0,7.93165849627135e-13
2025-09-27,5.991939260321148e-258,1.0,8.817807284694773e-13
2025-09-28,1.8744585112359872e-253,1.0,4.3374228064238887e-13
2025-09-29,2.5168561424632774e-249,0.999999999998181,1.1340488960502608e-12
2025-09-30,2.7589602479623536e-250,0.999999999998181,2.31081601344159e-12
2025-10-01,2.316187352512307e-241,0.999999999996362,3.5751128875113464e-12
2025-10-02,8.86460424895962e-243,0.999999999992724,7.663879059942119e-12
2025-10-03,3.7525647839305125e-240,0.999999999994543,6.360774703157005e-12
2025-10-04,2.86924577639357e-240,0.999999999994543,4.8842211982161025e-12
2025-10-05,1.0929794144626392e-244,0.999999999990905,9.617337651717315e-12
2025-10-06,5.445243933014618e-239,0.999999999998181,1.3052592520766963e-12
2025-10-07,1.0131575719717877e-232,0.9999999998872227,1.1335025862452976e-10
2025-10-08,3.0852444740279834e-225,0.9999999999854481,1.4649617450320283e-11
2025-10-09,3.1419686809228305e-219,0.9999999851661414,1.4833900272313334e-08
2025-10-10,3.43437319072742e-156,4.3362851555924746e-14,1.0
2025-10-11,4.50357800374879e-147,8.525075420207862e-16,1.0
2025-10-12,8.546457656855042e-143,6.154734378377112e-15,1.0
2025-10-13,2.9322397383536328e-130,2.775010835013098e-06,0.9999972249899961
2025-10-14,3.5774278921282303e-130,2.733603187688962e-10,0.9999999997271516
2025-10-15,4.4863625561686654e-132,8.814810488749846e-08,0.9999999118517774
2025-10-16,2.5072029677700436e-133,4.310821347139009e-24,1.0
2025-10-17,7.813761117231451e-131,1.518595225993989e-08,0.9999999848132576
2025-10-18,1.0595351765255002e-131,4.084495106283978e-08,0.9999999591545938
2025-10-19,1.886222722107183e-132,1.8713007253257046e-07,0.9999998128696637
2025-10-20,5.698049125375818e-128,4.919470215670884e-05,0.999950805297447
2025-10-21,1.885514237254807e-135,0.00021210638134802024,0.9997878936178738
2025-10-22,1.63953608905953e-135,2.3778446692949297e-06,0.9999976221562141
2025-10-23,7.224480050236914e-133,0.0014812036516151878,0.9985187963474916
2025-10-24,1.6320380521025188e-130,0.0070246785580283435,0.9929753214423316
2025-10-25,9.416933306634049e-131,0.013322088667211898,0.9866779113319651
2025-10-26,4.965565137208023e-133,0.020127103201313293,0.9798728967993429
2025-10-27,5.481731752107475e-134,0.14533783452759763,0.8546621654718778
2025-10-28,1.2012123871088756e-140,0.2316384368950203,0.7683615631052887
2025-10-29,7.845417803046802e-143,0.8468931488085133,0.1531068511915909
2025-10-30,2.8023835193424513e-181,0.9999999977317202,2.2675520973852655e-09
2025-10-31,4.6814773808766453e-191,0.9999999999690772,3.069043719067857e-11
2025-11-01,5.5335579651268496e-211,0.9999999999872671,1.282644826191572e-11
2025-11-02,9.29727485409451e-226,0.9999999999254214,7.489137611606037e-11
2025-11-03,7.448072828924225e-212,0.9999999999708962,2.9498894172134867e-11
2025-11-04,5.601041063248027e-197,0.9999964572442878,3.542755610133036e-06
2025-11-05,3.8461236652674765e-187,0.999999986088369,1.3912324894324276e-08
2025-11-06,4.2290783648730047e-178,0.9997599323586278,0.00024006764060903346
2025-11-07,1.6418833448410397e-169,0.9999350073488074,6.49926514709716e-05
2025-11-08,6.429487496479387e-170,0.9990689131971521,0.0009310868026403792
2025-11-09,1.7141576595935256e-182,0.9660989243127768,0.03390107568692982
2025-11-10,9.758574107566323e-159,0.9999997062641773,2.937360194600194e-07
2025-11-11,2.038484208444433e-159,0.9999999959163688,4.082960087961605e-09
2025-11-12,2.1901259220290275e-158,0.9999870674309461,1.2932569134397636e-05
2025-11-13,5.014084737206519e-145,0.004664186531664618,0.9953358134684964
2025-11-14,3.755509834693292e-136,6.939305641634633e-06,0.9999930606940989
2025-11-15,3.3072661398420213e-139,6.1129361996526635e-06,0.9999938870646868
2025-11-16,4.03332089263438e-142,1.5946925101058037e-05,0.9999840530743376
2025-11-17,1.901327004360644e-142,1.2183620744543168e-11,0.9999999999872671
2025-11-18,1.2600134248024036e-139,7.401389469540557e-19,1.0
2025-11-19,1.6631102629140577e-143,4.528251015826799e-13,1.0
2025-11-20,2.0634412918155933e-133,3.1557228284511104e-24,1.0
2025-11-21,1.9289576204006203e-130,2.6543494095919865e-14,1.0
2025-11-22,7.395375713488811e-131,9.49452326344122e-14,1.0
2025-11-23,1.7911764449011794e-131,2.73716674038487e-13,1.0
2025-11-24,9.533004588988754e-124,0.0006700274921489173,0.999329972508292
2025-11-25,6.095033662409527e-131,0.05639483205410831,0.9436051679457643
2025-11-26,1.7120626269619869e-130,0.9963366191123745,0.0036633808881222788
2025-11-27,1.4110194696536628e-136,0.9999810764701306,1.892352906620356e-05
2025-11-28,7.896176079763693e-137,0.9999969696119011,3.0303879424627438e-06
2025-11-29,2.9219105497330323e-141,0.9999984503531961,1.5496460406488832e-06
2025-11-30,3.5320529829108612e-152,0.9999673228367468,3.267716332188282e-05
2025-12-01,2.0744286858877897e-144,0.9997659967411572,0.0002340032580267482
2025-12-02,1.2423954974633945e-136,0.9998095783802391,0.0001904216192050975
2025-12-03,1.3147476569755804e-147,0.9999994889386867,5.110615319098165e-07
2025-12-04,1.2231779655698836e-152,0.9999999722713259,2.772867859493371e-08
2025-12-05,2.478100093584132e-152,0.9999998940020361,1.059985488046195e-07
2025-12-06,2.49187680170365e-154,0.9999999469564514,5.304364243726267e-08
2025-12-07,8.655087795547119e-160,0.9999999988704076,1.1286915084131012e-09
2025-12-08,4.5693737437988655e-168,0.9999999999763531,2.416501241727638e-11
2025-12-09,1.2308022977717436e-172,0.9999999999872671,1.3295969448040787e-11
2025-12-10,1.1604715612107803e-200,1.0,3.086815867038768e-15
2025-12-11,1.39915871634344e-204,1.0,6.925060149923359e-15
2025-12-12,2.0415703962330585e-188,1.0,8.959105597014235e-14
2025-12-13,6.0011571383233e-188,1.0,1.1160212858328562e-13
2025-12-14,2.641579927821737e-203,0.999999999998181,1.6980428312868385e-12
2025-12-15,5.435969476702029e-200,0.9999999999545253,4.4880661009556254e-11
2025-12-16,5.58752969558591e-201,0.9999999955653038,4.434977909513062e-09
2025-12-17,5.276228784744503e-186,0.9999965925311546,3.4074692622068718e-06
2025-12-18,1.2777531174458191e-185,0.9999998263119929,1.736878400190576e-07
2025-12-19,6.533875177111998e-178,0.9999999955198291,4.480190205266664e-09
2025-12-20,2.0134475782259241e-181,0.9999999959109118,4.088410478424027e-09
2025-12-21,6.653331279487433e-192,0.9999999999399733,5.960703103912916e-11
2025-12-22,2.9397389198670107e-205,0.9999999995307007,4.691170905124105e-10
2025-12-23,9.520654755350358e-210,0.9999999994088284,5.902995996895943e-10
2025-12-24,1.0392540871528936e-211,0.9999999997544364,2.464610964144551e-10
2025-12-25,6.280695782051438e-218,0.9999999996416591,3.5882224822209015e-10
2025-12-26,1.6340758042176576e-216,0.999999998972271,1.0283263820159549e-09
2025-12-27,1.831921758071272e-218,0.9999999989449861,1.0547098588393216e-09
2025-12-28,7.446684185104525e-220,0.9999999999454303,5.486869213606769e-11
2025-12-29,4.252488109965681e-232,0.9999999995543476,4.453676443042308e-10
2025-12-30,2.550700701737565e-227,0.9999999964966264,3.503750642816124e-09
2025-12-31,6.994836137662287e-228,0.9999998236708207,1.763286716112561e-07
2026-01-01,5.884667885511383e-244,0.9999999998017302,1.976401812649645e-10
2026-01-02,3.38897044785897e-243,0.9999999999272404,7.356723475460951e-11
2026-01-03,9.74509695967967e-249,0.9999999999818101,1.8173034804407533e-11
2026-01-04,2.8827860674706294e-256,0.9999999999818101,1.8430558498797383e-11
2026-01-05,1.455138618785452e-249,0.999999999996362,3.1308088690379045e-12
2026-01-06,2.787745583927778e-268,1.0,1.7927642800705413e-14
2026-01-07,2.8351470453079314e-265,0.999999999998181,1.2112389323983395e-12
2026-01-08,8.199823349006172e-280,0.9999999999890861,1.0465951264352854e-11
2026-01-09,3.0584812502995476e-275,1.0,3.0927952826246763e-13
2026-01-10,3.5978726348000066e-276,1.0,3.458088517256087e-13
2026-01-11,1.626605420652359e-279,0.999999999998181,1.5495836761780288e-12
2026-01-12,3.749098260128087e-279,0.999999999996362,3.725477563296846e-12
2026-01-13,8.010967714637203e-253,0.9999999999163265,8.311267860010549e-11
2026-01-14,1.407389829834423e-246,0.9999999764349926,2.3564116010756778e-08
2026-01-15,6.444841152252334e-245,0.9999999997235136,2.7590080133278473e-10
2026-01-16,1.748321876228934e-246,0.999999999836291,1.6386940392438343e-10
2026-01-17,5.166901370499133e-247,0.9999999998562998,1.4307555481787446e-10
2026-01-18,1.5328648926557012e-239,0.9999999999727152,2.7662521509948895e-11
2026-01-19,2.4337017590475616e-231,0.9999999836873031,1.6312306094517434e-08
2026-01-20,8.530274716982334e-195,0.022023400575987284,0.977976599424237
2026-01-21,2.3762872841656226e-185,0.9999891838072621,1.0816192057637766e-05
2026-01-22,1.5091872150546836e-191,0.9999999935334927,6.466810443251315e-09
2026-01-23,1.0367268179375917e-194,0.9999999618758019,3.8124463126491834e-08
2026-01-24,1.4768649917938865e-194,0.9999999578503784,4.215010475399827e-08
2026-01-25,3.480508392853239e-196,0.9999999789361029,2.106455019288087e-08
2026-01-26,8.39935660978966e-195,0.999999931043933,6.895559465614036e-08
2026-01-27,3.13838809768627e-193,0.9999999529081844,4.7091743825898254e-08
2026-01-28,1.8030955725788005e-193,0.9999987918461579,1.2081546508859994e-06
2026-01-29,2.276650291653249e-180,0.999482942875001,0.0005170571253380159
2026-01-30,1.59825262582934e-169,0.9999300399711987,6.99600291826431e-05
2026-01-31,1.8885446690585208e-157,0.9994037015580264,0.0005962984422699943
2026-02-01,3.8003777017287475e-157,0.9990742164146563,0.0009257835860673152
2026-02-02,8.422110962456714e-165,0.9998835907230251,0.0001164092760819108
2026-02-03,2.06537676271837e-157,0.7828774095244878,0.2171225904753276
2026-02-04,8.094517133143943e-149,0.016205743055048065,0.9837942569458018
2026-02-05,2.783460414034767e-129,7.283704061723603e-17,1.0
2026-02-06,2.5179281013348535e-127,1.5734879559997379e-18,1.0
2026-02-07,6.062206758455598e-127,4.656667821611369e-18,1.0
2026-02-08,1.521635745850884e-127,1.2122282462974332e-17,1.0
2026-02-09,9.028200853625468e-138,1.2068024515040267e-08,0.9999999879328243
2026-02-10,1.8757376017920337e-145,1.10207468108468e-10,0.9999999998890416
2026-02-11,3.4334104768919046e-146,1.7778533036951282e-10,0.999999999821739
2026-02-12,2.8585728031115623e-148,2.867127399050663e-20,1.0
2026-02-13,1.267972508623269e-147,2.855203604066761e-19,1.0
2026-02-14,1.7570801718368774e-147,8.611509219839101e-19,1.0
2026-02-15,4.342734914349842e-149,2.5777297485035786e-19,1.0
2026-02-16,4.084199328235635e-155,3.990723148654356e-20,1.0
2026-02-17,1.849448729736883e-170,1.215323583877904e-21,1.0
2026-02-18,7.743623587975003e-162,1.9295209215349106e-18,1.0
2026-02-19,1.2443605375572612e-145,1.9404842295461093e-16,1.0
2026-02-20,1.725131127807017e-138,2.649561569487246e-13,1.0
2026-02-21,9.175330183001714e-139,6.508522005879753e-13,1.0
2026-02-22,8.504756735680629e-137,1.5292471894009368e-13,1.0
2026-02-23,5.4024619205899625e-140,2.011333690348186e-15,1.0
2026-02-24,2.2213310162945888e-142,6.219114919983106e-09,0.9999999937808752
2026-02-25,2.4878334089520673e-129,0.30916336531068267,0.6908366346899151
2026-02-26,1.2531095104896999e-164,0.23694875432623905,0.7630512456738793
2026-02-27,1.4063147919066293e-162,0.008538184498446079,0.9914618155023744
2026-02-28,4.920012436860544e-162,0.00037534995925137953,0.9996246500406049
2026-03-01,1.483661296939179e-165,2.5781750618122714e-05,0.9999742182493976
2026-03-02,2.172816404651663e-155,3.49291547921609e-05,0.9999650708457402
2026-03-03,7.086873924731332e-161,6.072584576932354e-07,0.999999392741486
2026-03-04,4.211203835216595e-149,0.8825297089421874,0.11747029105827986
2026-03-05,1.3083106162979342e-152,0.0047969484111771805,0.9952030515879305
2026-03-06,7.033644681968287e-141,3.783819522476734e-25,1.0
2026-03-07,1.0208945244564466e-141,8.992995312307349e-24,1.0
2026-03-08,6.294660450135419e-141,2.214418347889257e-22,1.0
2026-03-09,2.519538888451117e-131,1.8945221115301532e-08,0.9999999810552256
2026-03-10,3.099174090145358e-132,8.242596402695365e-07,0.9999991757398434
2026-03-11,2.146344113253112e-131,0.00012110130417449495,0.9998788986950868
2026-03-12,2.9536903688731104e-131,9.174450085221804e-15,1.0
2026-03-13,1.798405099249642e-131,1.8658176094663343e-14,1.0
2026-03-14,4.573545657328451e-131,8.267053785350426e-14,1.0
2026-03-15,3.2665546000167023e-139,2.5794054717257363e-11,0.9999999999745341
2026-03-16,1.6448578713906078e-133,1.928369026748772e-05,0.9999807163098332
2026-03-17,1.2552572776692126e-146,6.19247633277317e-05,0.9999380752362619
2026-03-18,9.147067783456873e-146,2.582035174978275e-09,0.999999997418854
2026-03-19,2.0334903709809607e-158,2.4742653727104445e-09,0.9999999975261744
2026-03-20,1.724824762865651e-157,5.9938206221453324e-15,1.0
2026-03-21,3.604879302734899e-156,6.659237503241827e-15,1.0
2026-03-22,5.089645694875371e-165,1.2478589198640696e-16,1.0
2026-03-23,1.331744098655388e-153,1.1111747411352073e-12,0.999999999998181
2026-03-24,1.721121510282265e-170,2.55972474485272e-15,1.0
2026-03-25,2.5844062171948253e-162,1.6843667975418434e-10,0.999999999830834
2026-03-26,2.069793825048204e-169,7.102177917147273e-16,1.0
2026-03-27,8.280349791379759e-151,3.080326658388258e-25,1.0
2026-03-28,1.2832217914460997e-151,4.092913578056954e-24,1.0
2026-03-29,1.6424433398364118e-158,1.0264767360326595e-24,1.0
2026-03-30,1.3127963164865212e-165,1.3650817792669186e-25,1.0
2026-03-31,2.3348650562642195e-130,5.395877103365757e-16,1.0
2026-04-01,4.178300043975409e-124,1.3323794777325078e-11,0.9999999999872671
2026-04-02,1.4678021968020063e-126,1.2316580393035977e-10,0.9999999998763087
2026-04-03,8.215575555531032e-127,1.5753560961975186e-10,0.9999999998417479
2026-04-04,1.6543516577994976e-129,2.2839913992838575e-10,0.9999999997708073
2026-04-05,1.979524072557452e-135,4.3953766393786527e-11,0.9999999999563443
2026-04-06,8.727175739424682e-135,7.56772178708832e-11,0.9999999999236024
2026-04-07,9.736752817191628e-127,1.5474077260911035e-05,0.9999845259222991
2026-04-08,4.0542940427714985e-108,0.7006053958354748,0.2993946041638606
2026-04-09,1.2936898377143814e-113,0.9976820530640205,0.0023179469361139507
2026-04-10,5.987991323716783e-119,0.999993438955849,6.561043319161478e-06
2026-04-11,4.6474960234509894e-122,0.9999989906287374,1.0093712175349234e-06
2026-04-12,1.3387797727408324e-126,0.999989139706342,1.0860294291657234e-05
2026-04-13,2.20723742814772e-115,0.9999993699659337,6.300334621932139e-07
2026-04-14,7.159708516917174e-117,0.9999996636507259,3.363489365747749e-07
2026-04-15,3.319267276419374e-136,0.9999999998090061,1.918650539541124e-10
2026-04-16,3.818494409932493e-161,1.0,7.94973438852412e-14
2026-04-17,1.468981146115525e-162,1.0,2.0164873717925812e-14
2026-04-18,9.476852985962291e-163,1.0,7.85421918457887e-15
2026-04-19,2.404821422450081e-160,1.0,8.240731344024992e-16
2026-04-20,9.66704680329239e-187,1.0,2.5586661989853195e-16
2026-04-21,1.8676641997064377e-193,1.0,1.1188965648662624e-14
2026-04-22,2.634679683950291e-186,1.0,2.0861156905937124e-16
2026-04-23,1.8617462729852561e-187,1.0,6.050914037439931e-16
2026-04-24,6.325081483284255e-183,1.0,1.913215770053173e-16
2026-04-25,3.9981107588263014e-185,1.0,2.5559692311254326e-16
2026-04-26,3.9919835346170154e-184,1.0,1.5539887320776926e-16
2026-04-27,2.511638043939159e-190,1.0,1.164373153987071e-15
2026-04-28,1.9540880085937573e-208,1.0,2.1621475398371797e-14
2026-04-29,3.8616528282162285e-210,1.0,2.67995614435596e-13
2026-04-30,4.241587742979642e-207,1.0,8.934533538736995e-15
2026-05-01,4.988147233969177e-208,1.0,4.7546705569896984e-15
2026-05-02,1.2662614629622482e-214,1.0,1.553141876992822e-15
2026-05-03,1.2701720210853844e-233,1.0,4.324448714542099e-15
2026-05-04,6.0309911949602e-243,1.0,2.56386081576505e-13
2026-05-05,1.4716762434997134e-241,1.0,5.820782083633779e-14
2026-05-06,1.6681766303203016e-230,1.0,4.6966482131407304e-15
2026-05-07,3.9050165675814223e-236,1.0,1.0069357241894497e-13
2026-05-08,2.674382289653467e-232,1.0,2.5010824867440144e-14
2026-05-09,2.0665144454204692e-241,1.0,1.3697106172764717e-14
2026-05-10,2.758087609784094e-245,1.0,7.813193211151614e-15
2026-05-11,2.302743353691175e-241,1.0,1.1782684879936622e-15
2026-05-12,1.3106462395164894e-246,1.0,2.7908665636287038e-14
2026-05-13,3.930036081859475e-244,1.0,4.5530934801776524e-15
2026-05-14,3.055692030499313e-245,1.0,2.6100902161693768e-15
2026-05-15,6.904889155601837e-231,1.0,3.3641336786076873e-13
2026-05-16,9.319943463309441e-228,0.999999999998181,1.9853626318700765e-12
2026-05-18,8.98571254490415e-216,0.9999999999599822,3.948059123727363e-11
