Date,state_0_filtered_probability,state_1_filtered_probability,state_2_filtered_probability,macro_stress_evidence,state_0_likelihood,state_1_likelihood,state_2_likelihood,posterior_state_0_probability,posterior_state_1_probability,posterior_state_2_probability,bayesian_most_likely_state,posterior_entropy,posterior_normalized_entropy,bayesian_confidence
2024-08-03,0.0,0.0,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,0.0,0.0,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-04,1.0880159068581758e-127,1.3256749046413158e-32,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,8.531472966779492e-128,1.3453704375285714e-32,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-05,8.98655951108352e-112,1.2977397264287563e-133,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,7.04664233766189e-112,1.3170202267772875e-133,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-06,2.618274253848277e-105,2.1473971495041797e-45,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.0530707203376456e-105,2.1793009979001802e-45,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-07,2.633070144693088e-103,3.5189221458769053e-43,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.064672641041768e-103,3.5712027213099625e-43,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-08,1.3239839814991549e-78,4.23942748516564e-30,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.0381772431275221e-78,4.302412598005057e-30,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-09,2.784571115963927e-79,5.4191416628961005e-24,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.183469290308632e-79,5.499653772213842e-24,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-10,4.5845706276397076e-79,1.4408449130863208e-23,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,3.594905196463998e-79,1.4622515251235344e-23,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-11,2.1927804880934545e-82,2.014131160453364e-24,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.7194277526945577e-82,2.044055077977238e-24,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-12,1.0767647978447032e-79,1.6686472073654277e-24,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,8.443249502591442e-80,1.6934382747944256e-24,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-13,1.7282212586742005e-88,1.8876439511120706e-18,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.3551523333486062e-88,1.915688649995932e-18,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-14,5.426656762422902e-89,2.793548923858588e-17,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,4.2552112682151275e-89,2.8350526398219684e-17,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-15,2.454057495745088e-83,1.1364262205654276e-16,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.9243032249712247e-83,1.1533100884901524e-16,0.9999999999999998,2,5.526226427646202e-11,5.030188069665469e-11,0.9999999999496981
2024-08-16,6.250744218166114e-82,5.882915238761299e-17,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,4.9014040128816595e-82,5.970317625388895e-17,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-08-17,4.140995820193347e-82,1.0672142274502296e-16,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,3.2470843186056054e-82,1.0830698137941382e-16,0.9999999999999998,2,5.526226427646202e-11,5.030188069665469e-11,0.9999999999496981
2024-08-18,3.3677040866279923e-81,4.873217907350494e-16,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.6407220881674764e-81,4.945619235326867e-16,0.9999999999999996,2,5.526248632106694e-11,5.030208281036415e-11,0.9999999999496979
2024-08-19,2.818738261421367e-82,1.7034594845220436e-14,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.210260817526603e-82,1.7287677574492965e-14,0.9999999999999828,2,5.527925068873878e-11,5.0317342395428655e-11,0.9999999999496827
2024-08-20,8.088517879314057e-91,9.709277294771983e-14,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,6.342459810899511e-91,9.85352788713054e-14,0.9999999999999015,2,5.5360519014141337e-11,5.0391316013092334e-11,0.9999999999496086
2024-08-21,1.0999820883529092e-94,2.396911555537478e-09,0.999999997602572,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,8.62530353760575e-95,2.4325224357702408e-09,0.9999999975674775,2,5.0707623477163744e-08,4.6156067977938387e-08,0.999999953843932
2024-08-22,4.919148307351824e-90,0.0114613597053281,0.988538640295232,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,3.8566013110251845e-90,0.011629660647502451,0.9883703393524976,2,0.06336256614521531,0.057675093205112604,0.9423249067948873
2024-08-23,7.263782851540021e-90,0.1924259764734329,0.8075740235258608,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,5.67952226921327e-90,0.19472814398410038,0.8052718560158997,2,0.49300664720627996,0.4487539892749343,0.5512460107250656
2024-08-24,4.649501245869529e-98,0.899508698042302,0.1004913019585195,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,3.597739182456494e-98,0.9008339518906114,0.09916604810938845,1,0.323246720486732,0.29423184486550436,0.7057681551344956
2024-08-25,3.315913510379712e-121,0.999999999647116,3.536753593529045e-10,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.5620471798624305e-121,0.9999999996515022,3.484977335665919e-10,1,7.965499652353835e-09,7.2505102432548964e-09,0.9999999927494898
2024-08-26,1.2219929771421776e-130,0.9999999998562998,1.4454093934350244e-10,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,9.441753082789415e-131,0.999999999857575,1.4242493415657418e-10,1,3.3991434332348545e-09,3.0940336898613865e-09,0.9999999969059663
2024-08-27,1.1008394677292777e-134,0.9999999997125996,2.8821676554507085e-10,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,8.505658078673205e-135,0.9999999997160026,2.839974199843203e-10,1,6.554475581507337e-09,5.9661407842557284e-09,0.9999999940338592
2024-08-28,3.667141725908302e-169,0.9999999998854036,1.1472074268205486e-10,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.83342436031051e-169,0.9999999998869588,1.13041289873311e-10,1,2.7296872174289787e-09,2.4846683817257172e-09,0.9999999975153316
2024-08-29,2.6871351766628922e-170,0.999999999989086,1.1343788165531184e-11,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.0762203476344345e-170,0.9999999999888223,1.1177720927355005e-11,1,3.206784364002333e-10,2.918940919448518e-10,0.9999999997081059
2024-08-30,2.454879562612894e-170,0.999999999998181,1.135379485838415e-12,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.896767584734402e-170,0.9999999999988812,1.1187581127369881e-12,1,5.95366757068905e-11,5.419261765137283e-11,0.9999999999458073
2024-08-31,1.1271406735948474e-173,1.0,1.419517179280885e-13,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,8.708874869743397e-174,0.9999999999998601,1.398736176139346e-13,1,5.5401930332959855e-11,5.04290102199073e-11,0.999999999949571
2024-09-01,1.0332076195013211e-173,0.999999999998181,2.0103082090459e-12,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,7.983099255928927e-174,0.9999999999980191,1.9808783283671265e-12,1,8.299156169665351e-11,7.554217493531534e-11,0.9999999999244579
2024-09-02,6.750594814938685e-172,0.9999999952997314,4.699443252689716e-09,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,5.21586053285068e-172,0.9999999953693542,4.63064581510708e-09,1,9.352300708151604e-08,8.512830963769539e-08,0.9999999148716904
2024-09-03,1.5026905833894224e-148,1.1488420756166912e-06,0.9999988511578756,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.1783066580178152e-148,1.1659103858202767e-06,0.9999988340896142,2,1.709461473915504e-05,1.5560188899652217e-05,0.9999844398111003
2024-09-04,1.0896629110487644e-155,2.480679160583859e-12,0.999999999998181,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,8.544387641678188e-156,2.517534574997016e-12,0.9999999999974825,2,9.738622432614791e-11,8.864476151474057e-11,0.9999999999113552
2024-09-05,7.341589066369094e-157,4.889774336612856e-09,0.9999999951105564,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,5.756769570513765e-157,4.962421642857206e-09,0.9999999950375783,2,9.987836286378197e-08,9.091320376988353e-08,0.9999999090867963
2024-09-06,1.8356248856891844e-143,1.1923233863737445e-19,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.4393708759853955e-143,1.210037717682537e-19,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-09-07,1.9381336827702032e-142,3.849661740256827e-18,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.5197512294012943e-142,3.906856109060658e-18,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-09-08,5.362321510405885e-146,1.914521465705126e-17,1.0,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,4.204763985235682e-146,1.942965483434612e-17,1.0,2,5.526204223185709e-11,5.030167858294522e-11,0.9999999999496983
2024-09-09,1.9333441011541697e-136,6.550346953569154e-09,0.9999999934498192,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,1.5159955685300019e-136,6.647665362883667e-09,0.9999999933523347,2,1.318441882027763e-07,1.200097519049383e-07,0.9999998799902481
2024-09-10,5.49462633341993e-137,7.294735077154314e-07,0.9999992705273076,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,4.308508287659977e-137,7.403112770464821e-07,0.9999992596887229,2,1.1190717051523348e-05,1.0186229634378374e-05,0.9999898137703657
2024-09-11,7.817155432291299e-134,0.0100837186429334,0.9899162813562488,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,6.128757858570081e-134,0.01023199941169401,0.989768000588306,2,0.05706490168587906,0.05194271197809106,0.9480572880219089
2024-09-12,4.284215233305645e-143,0.2858393742397532,0.7141606257605528,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,3.345181120177308e-143,0.28885938323904475,0.7111406167609553,2,0.6011272307956929,0.5471695856638038,0.4528304143361962
2024-09-13,3.408018725073636e-136,0.6387608960843139,0.3612391039159631,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.647211853858564e-136,0.6421568495519556,0.3578431504480445,1,0.6521671165707723,0.5936280918188342,0.40637190818116575
2024-09-14,2.8751612739122734e-137,0.846397704507693,0.1536022954918686,0.8790062526672783,0.8790062526672783,1.1376483352258022,1.1209937473327218,2.2265057379689955e-137,0.8483052535745457,0.1516947464254544,1,0.42563756810786385,0.3874320108178298,0.6125679891821703
