state,avg_calibrated_probability,max_calibrated_probability,min_calibrated_probability,avg_calibrated_entropy,avg_calibrated_confidence,avg_calibrated_max_probability
0,0.166365719730679,0.6988672364241985,0.1231142696348931,0.8367350809158516,0.23837090705561106,0.6818624479670321
1,0.5225248097016805,0.6988672364241985,0.15056638178790074,0.8367350809158516,0.23837090705561106,0.6818624479670321
2,0.31110947056764066,0.6988672364241985,0.15056638178790074,0.8367350809158516,0.23837090705561106,0.6818624479670321
