regime,market_mean_return,market_volatility,cross_asset_dispersion
0,0.004037855925144762,0.057103449441203005,0.1821911911947449
1,-3.910592145768867e-05,0.019551320800000986,0.060940370307615906
2,0.03381389402444961,0.17506913648447162,0.5311046517785203
