date,close
2005-01-03,66.99728393554688
2005-01-04,66.3604736328125
2005-01-05,65.99225616455078
2005-01-06,66.1982650756836
2005-01-07,66.07331085205078
2005-01-10,66.29804992675781
2005-01-11,65.87356567382812
2005-01-12,66.19194030761719
2005-01-13,65.51773834228516
2005-01-14,65.8236312866211
2005-01-18,66.27320098876953
2005-01-19,65.70506286621094
2005-01-20,65.399169921875
2005-01-21,64.88544464111328
2005-01-24,64.82926940917969
2005-01-25,65.3541488647461
2005-01-26,65.47911834716797
2005-01-27,65.34159851074219
2005-01-28,65.26038360595703
2005-01-31,65.48538970947266
2005-02-01,65.86023712158203
2005-02-02,66.16020202636719
2005-02-03,66.17267608642578
2005-02-04,66.86004638671875
2005-02-07,66.86631774902344
2005-02-08,67.01627349853516
2005-02-09,66.69761657714844
2005-02-10,67.1725082397461
2005-02-11,67.54115295410156
2005-02-14,67.47245025634766
2005-02-15,67.77859497070312
2005-02-16,67.76612091064453
2005-02-17,67.30992126464844
2005-02-18,67.51539611816406
2005-02-22,66.38811492919922
2005-02-23,66.9016342163086
2005-02-24,67.26483917236328
2005-02-25,67.85973358154297
2005-02-28,67.4464340209961
2005-03-01,67.77838134765625
2005-03-02,67.67813110351562
2005-03-03,67.79094696044922
2005-03-04,68.59874725341797
2005-03-07,68.46728515625
2005-03-08,68.36077117919922
2005-03-09,67.64060974121094
2005-03-10,67.92870330810547
2005-03-11,67.53414154052734
2005-03-14,67.7220458984375
2005-03-15,67.36507415771484
2005-03-16,66.60102081298828
2005-03-17,66.56350708007812
2005-03-18,66.46180725097656
2005-03-21,66.12319946289062
2005-03-22,65.56487274169922
2005-03-23,65.4896240234375
2005-03-24,65.5084228515625
2005-03-28,65.70919799804688
2005-03-29,65.27641296386719
2005-03-30,66.07296752929688
2005-03-31,65.85344696044922
2005-04-01,65.26383209228516
2005-04-04,65.37042236328125
2005-04-05,65.60256958007812
2005-04-06,65.87223052978516
2005-04-07,66.1858901977539
2005-04-08,65.5711898803711
2005-04-11,65.52728271484375
2005-04-12,65.85344696044922
2005-04-13,65.21997833251953
2005-04-14,64.22886657714844
2005-04-15,63.20827102661133
2005-04-18,63.114131927490234
2005-04-19,63.553550720214844
2005-04-20,62.8568115234375
2005-04-21,64.09957885742188
2005-04-22,63.917510986328125
2005-04-25,64.27532958984375
2005-04-26,63.71665954589844
2005-04-27,63.96147537231445
2005-04-28,63.09529113769531
2005-04-29,63.948936462402344
2005-05-02,64.38836669921875
2005-05-03,64.58293151855469
2005-05-04,65.13526916503906
2005-05-05,64.96585845947266
2005-05-06,64.92185974121094
2005-05-09,65.12271881103516
2005-05-10,64.46360778808594
2005-05-11,64.66449737548828
2005-05-12,63.98036575317383
2005-05-13,63.81718063354492
2005-05-16,64.42601776123047
2005-05-17,64.95952606201172
2005-05-18,65.80691528320312
2005-05-19,65.99525451660156
2005-05-20,65.8850326538086
