asset,weight
BTC-USD,0.0233473076002333
DIA,0.2372405064064824
ETH-USD,7.480920543894851e-18
GLD,0.1409805426260263
QQQ,0.261521683289795
SPY,0.2477582813288638
TLT,0.0
VIX,0.089151678748599
