strategy,observations,net_total_return,volatility,sharpe_like,max_drawdown,avg_turnover,transaction_cost_drag,drawdown_penalty,turnover_penalty,meta_score,raw_meta_weight,meta_weight
rolling_min_variance,360.0,0.2951994410511842,0.0794089967959469,2.3202615379097797,-0.046374852097664,,,0.046374852097664,0.0,2.4720988405516717,0.23151361046233154,0.23151361046233154
dynamic_allocation,419.0,0.2711352663254944,0.0643659552232801,2.274432499218661,-0.0716399591179901,0.0042979252184123,0.0018008306665148,0.0716399591179901,0.0042979252184123,2.3681750476765906,0.22178108192958063,0.22178108192958063
regime_aware,419.0,0.2160960843911215,0.0580128452875896,2.057693493297268,-0.0312912614255526,,,0.0312912614255526,0.0,2.17282866445228,0.20348677033930218,0.20348677033930218
black_litterman,312.0,0.3350955052788342,0.1902676785095521,1.321476659105587,-0.0989582778697769,0.0505007781820267,0.0157562427927923,0.0989582778697769,0.0505007781820267,1.3991104821690339,0.13102757618314417,0.13102757618314417
hrp,312.0,0.2023965325378791,0.1219868213875287,1.2810698499048283,-0.1038070146030918,0.0026525341088083,0.0008275906419482,0.1038070146030918,0.0026525341088083,1.2758304603491957,0.11948232464173875,0.11948232464173875
bayesian_robust,312.0,0.1624909567711523,0.1243823931043123,1.039859987293872,-0.1044309297572145,0.0302807772618637,0.0094476025057014,0.1044309297572145,0.0302807772618637,0.9899414216054827,0.09270863644390274,0.09270863644390274
