asset,weight
BTC-USD,0.011584069871273818
DIA,0.2513014590373488
ETH-USD,0.0
GLD,0.061210201159047704
QQQ,0.0
SPY,0.32556571762100645
TLT,0.29376363311046944
VIX,0.05657491920085384
