metric,value
portfolio_variance,5.9089530060529584e-05
portfolio_volatility,0.007686971449181373
expected_return,0.0015378951198936003
sharpe_ratio,0.2000651531049174
risk_aversion,5.0
objective_value,-0.0012424474695909523
