asset,weight
BTC-USD,0.005113403235194618
DIA,0.13003535131270064
ETH-USD,6.733581058426668e-19
GLD,0.03078097160772291
QQQ,0.021717898654270932
SPY,0.5440133740133689
TLT,0.20634552966534733
VIX,0.061993471511394664
