observations,gross_total_return,net_total_return,gross_volatility,net_volatility,gross_sharpe_like,net_sharpe_like,gross_max_drawdown,net_max_drawdown,avg_turnover,total_transaction_cost
312,0.2033917850873106,0.20239653253787915,0.12198529775798357,0.12198682138752871,1.2865655156010816,1.2810698499048285,-0.1037432812707122,-0.10380701460309183,0.002652534108808351,0.0008275906419482055
