Date,gross_return,turnover,transaction_cost,net_return,gross_equity_curve,net_equity_curve,gross_running_peak,net_running_peak,gross_drawdown,net_drawdown
2025-02-19,0.0022397424817241613,0.0,0.0,0.0022397424817241613,1.0022397424817242,1.0022397424817242,1.0022397424817242,1.0022397424817242,0.0,0.0
2025-02-20,-0.0014317838985447705,0.002967153334979447,2.967153334979447e-06,-0.00143475105187975,1.000804751755957,1.000801777956963,1.0022397424817242,1.0022397424817242,-0.001431783898544925,-0.0014347510518797346
2025-02-21,-0.012611868935773766,0.0026118061374039298,2.61180613740393e-06,-0.01261448074191117,0.9881827333965113,0.9881771832024543,1.0022397424817242,1.0022397424817242,-0.014025595363445942,-0.014031133154277509
2025-02-24,-0.006107084744142705,0.028674767010521476,2.8674767010521476e-05,-0.006135759511153227,0.9821478177009603,0.9821139656519152,1.0022397424817242,1.0022397424817242,-0.020047024608116915,-0.020080801006727156
2025-02-25,-0.00724742249507981,0.03301752151558082,3.301752151558082e-05,-0.007280440016595391,0.9750297775134608,0.9749637438355259,1.0022397424817242,1.0022397424817242,-0.02714915784609251,-0.027215043956107854
2025-02-26,-0.004290803174291885,0.015222002134025256,1.5222002134025257e-05,-0.00430602517642591,0.9708461166490769,0.9707655254084677,1.0022397424817242,1.0022397424817242,-0.03132346932771901,-0.03140388046808118
2025-02-27,-0.011029231261395558,0.021073703729628114,2.1073703729628115e-05,-0.011050304965125187,0.9601384303093264,0.9600382703030742,1.0022397424817242,1.0022397424817242,-0.04200722680198987,-0.04210716297694561
2025-02-28,0.006464323764759487,0.018831206687381467,1.8831206687381467e-05,0.006445492558072106,0.9663450759818338,0.9662261898297771,1.0022397424817242,1.0022397424817242,-0.03581445135173822,-0.03593307182448291
2025-03-03,-0.013093593609058105,0.007010302775455581,7.010302775455581e-06,-0.01310060391183356,0.9536921462708133,0.9535680432275772,1.0022397424817242,1.0022397424817242,-0.04843910508946525,-0.0485629307950084
2025-03-04,-0.003049509031383702,0.024680161644487844,2.4680161644487845e-05,-0.0030741891930281895,0.9507838534576009,0.95063659465427,1.0022397424817242,1.0022397424817242,-0.05134089863240643,-0.05148782835100474
2025-03-05,0.009411770706548138,0.027631831314876405,2.7631831314876407e-05,0.009384138875233261,0.9597324130778321,0.9595575004783846,1.0022397424817242,1.0022397424817242,-0.04241233669165467,-0.042586858407401396
2025-03-06,-0.01090666985911542,0.023639054709228325,2.3639054709228327e-05,-0.01093030891382465,0.9492649284953,0.9490692405775785,1.0022397424817242,1.0022397424817242,-0.05285642919652056,-0.05305167980316372
2025-03-07,0.0006998073902914255,0.021548717653364746,2.1548717653364748e-05,0.0006782586726380608,0.9499292311076055,0.9497129550209343,1.0022397424817242,1.0022397424817242,-0.05219361112600518,-0.05240940389245008
2025-03-10,-0.018029539871643775,0.021186369417768094,2.1186369417768094e-05,-0.018050726241061542,0.932802444160111,0.9325699464622619,1.0022397424817242,1.0022397424817242,-0.06928212420480762,-0.06951410233139177
2025-03-11,0.0026758458203897805,0.02534101377606271,2.534101377606271e-05,0.002650504806613718,0.9352984796815662,0.9350417275878635,1.0022397424817242,1.0022397424817242,-0.06679166666689895,-0.0670478449871349
2025-03-12,0.003787906910287908,0.026765280701673715,2.6765280701673716e-05,0.0037611416295862342,0.9388413032559338,0.9385585519548945,1.0022397424817242,1.0022397424817242,-0.06325676037232819,-0.06353887979850392
2025-03-13,-0.004059331033780163,0.02466994193963456,2.4669941939634558e-05,-0.0040840009757197974,0.9350302356178324,0.9347254779129405,1.0022397424817242,1.0022397424817242,-0.06705931127563258,-0.06736338792713048
2025-03-14,0.012447778511327535,0.021909872925927987,2.1909872925927986e-05,0.012425868638401607,0.9466692848921975,0.9463402539144538,1.0022397424817242,1.0022397424817242,-0.05544627221818643,-0.05577456789814916
2025-03-17,0.007050492293414784,0.02171559483359289,2.1715594833592892e-05,0.007028776698581191,0.9533437693897423,0.9529918682400972,1.0022397424817242,1.0022397424817242,-0.04878670343974467,-0.04913781818278384
2025-03-18,-0.0026432897576253857,0.02017441982893054,2.0174419828930542e-05,-0.0026634641774543164,0.9508238055686185,0.9504536085376344,1.0022397424817242,1.0022397424817242,-0.05130103580385936,-0.051670405541750064
2025-03-19,0.010639352462560944,0.02278987313688301,2.278987313688301e-05,0.010616562589424061,0.9609399551658565,0.9605441587610182,1.0022397424817242,1.0022397424817242,-0.04120749314291017,-0.04160240504678081
2025-03-20,-0.004128625839449614,0.02006628308089941,2.006628308089941e-05,-0.004148692122530513,0.9569725936367992,0.9565591567762236,1.0022397424817242,1.0022397424817242,-0.04516598866139099,-0.045578501599215504
2025-03-21,-0.002248585870953306,0.013885354662730907,1.3885354662730907e-05,-0.002262471225616037,0.954820758583858,0.9543949692084178,1.0022397424817242,1.0022397424817242,-0.04731301492839268,-0.0477378527764567
2025-03-24,0.007814276434059011,0.01463140297890704,1.463140297890704e-05,0.007799645031080104,0.9622819919364101,0.961838911187692,1.0022397424817242,1.0022397424817242,-0.03986845547191298,-0.04031054605157891
2025-03-25,0.0024498828700466823,0.01603994758560447,1.6039947585604472e-05,0.002433842922461078,0.9646394701046096,0.9641798760142338,1.0022397424817242,1.0022397424817242,-0.03751624564798206,-0.037974812666326074
2025-03-26,-0.005169608351657793,0.013139388593571286,1.3139388593571286e-05,-0.005182747740251364,0.9596526618436181,0.9591827749406252,1.0022397424817242,1.0022397424817242,-0.042491909702815134,-0.042960746532044625
2025-03-27,0.0031306787597949865,0.022991700918436452,2.299170091843645e-05,0.00310768705887655,0.9626570260488325,0.9621636148374055,1.0022397424817242,1.0022397424817242,-0.039494259462189985,-0.039986568029205305
2025-03-28,-0.009124321041696902,0.02431001123221088,2.431001123221088e-05,-0.009148631052929113,0.9538734342901177,0.9533611349127056,1.0022397424817242,1.0022397424817242,-0.04825822220124987,-0.04876937672416226
2025-03-31,0.008631187614903545,0.031290270329102636,3.1290270329102636e-05,0.008599897344574442,0.962106494862348,0.9615599428052618,1.0022397424817242,1.0022397424817242,-0.040043560356127106,-0.04058889101297458
2025-04-01,0.002037822121909411,0.03288317498520967,3.2883174985209675e-05,0.0020049389469242013,0.9640670967612113,0.9634878117843941,1.0022397424817242,1.0022397424817242,-0.03808733988735136,-0.03866533031445485
2025-04-02,0.001849841965138517,0.03879736782607892,3.879736782607892e-05,0.001811044597312438,0.9658504685340094,0.9652327311805027,1.0022397424817242,1.0022397424817242,-0.03630795348187699,-0.036924310354711665
2025-04-03,-0.02252374279006382,0.03312435469197926,3.312435469197926e-05,-0.0225568671447558,0.9440959010070866,0.9434601046994943,1.0022397424817242,1.0022397424817242,-0.058013905266481536,-0.05864828073638462
2025-04-04,-0.03245921676354207,0.04031819240865403,4.031819240865403e-05,-0.032499534955950725,0.9134512875107261,0.9127980900472681,1.0022397424817242,1.0022397424817242,-0.08859003610367921,-0.08924177384243681
2025-04-07,-0.00977814021015213,0.09910176857764015,9.910176857764016e-05,-0.00987724197872977,0.9045194327463023,0.9037821624341489,1.0022397424817242,1.0022397424817242,-0.097501930519587,-0.09823755322631367
2025-04-08,-0.006778888303444858,0.08919159171987638,8.919159171987638e-05,-0.006868079895164734,0.8983877965434198,0.8975749143347265,1.0022397424817242,1.0022397424817242,-0.10361986412666935,-0.10443092975721457
2025-04-09,0.05086850756925875,0.08285651258317211,8.285651258317212e-05,0.05078565105667558,0.9440874429720185,0.9431588407313554,1.0022397424817242,1.0022397424817242,-0.0580223444000636,-0.05894887145871308
2025-04-10,-0.0071376161065900305,0.07457086132485513,7.457086132485513e-05,-0.007212186967914886,0.937348909233032,0.936356602831559,1.0022397424817242,1.0022397424817242,-0.06474581928672163,-0.06573590814412011
2025-04-11,0.01677023048675062,0.06818731588445598,6.818731588445598e-05,0.016702043170866165,0.9530684664873742,0.9519956712353773,1.0022397424817242,1.0022397424817242,-0.04906139111246288,-0.05013178894895309
2025-04-14,0.0008813464037721313,0.06136858429601009,6.13685842960101e-05,0.0008199778194761211,0.9539084499528614,0.9527762865700277,1.0022397424817242,1.0022397424817242,-0.048223284789311927,-0.049352918084465736
2025-04-15,-0.0006242995874758366,0.06417439434474922,6.417439434474922e-05,-0.0006884739818205858,0.9533129253010661,0.9521203248862286,1.0022397424817242,1.0022397424817242,-0.048817478599986974,-0.05000741386625818
2025-04-16,0.00874748672187134,0.05775695491027451,5.775695491027451e-05,0.008689729766961064,0.9616520174569255,0.960393993215121,1.0022397424817242,1.0022397424817242,-0.04049702212396433,-0.04175223501213965
2025-04-17,-0.0025824300672306717,0.05198125941924675,5.1981259419246754e-05,-0.0026344113266499186,0.9591686183728317,0.9578639204013486,1.0022397424817242,1.0022397424817242,-0.04297487146362877,-0.04427665377796053
