Date,regime,portfolio_return,BTC-USD_weight,DIA_weight,ETH-USD_weight,GLD_weight,QQQ_weight,SPY_weight,TLT_weight,VIX_weight,cumulative_return,running_max,drawdown,rolling_volatility,rolling_sharpe
2024-09-13,normal,0.0031012975378243096,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.003101297537824399,1.0031012975378244,0.0,,
2024-09-16,normal,0.005445797234547838,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.008563983809927178,1.0085639838099272,0.0,,
2024-09-17,normal,0.0009143400670449981,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.009486154270503144,1.0094861542705031,0.0,,
2024-09-18,normal,-0.0025397499249096896,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.006922311885997345,1.0094861542705031,-0.0025397499249095734,,
2024-09-19,normal,0.00490363756698053,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.011859893961592372,1.0118598939615924,0.0,,
2024-09-20,bull,-0.001885037097927997,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.009952500523569219,1.0118598939615924,-0.0018850370979280884,,
2024-09-23,normal,0.00018187862228449315,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.010136189292937248,1.0118598939615924,-0.00170350132359387,,
2024-09-24,bull,0.00041712788188054493,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.010557545261987933,1.0118598939615924,-0.0012870840196121947,,
2024-09-25,normal,-0.0038761952399304004,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.006640426915367703,1.0118598939615924,-0.005158290270592336,,
2024-09-26,bull,0.0036952939536608943,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.010360259198458843,1.0118598939615924,-0.0014820577157794723,,
2024-09-27,normal,0.006790253591217289,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.01722086157690428,1.0172208615769043,0.0,,
2024-09-30,bull,-4.631701357466064e-05,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.017173746944450174,1.0172208615769043,-4.631701357471485e-05,,
2024-10-01,normal,0.005312517990546141,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.022577500774603854,1.0225775007746039,0.0,,
2024-10-02,bull,-0.0025746699167256207,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.019944701245838914,1.0225775007746039,-0.0025746699167257248,,
2024-10-03,normal,0.0016553407898806617,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.02163305731323395,1.0225775007746039,-0.0009235910829785698,,
2024-10-04,bull,-0.0003191004099896196,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.021307053785786456,1.0225775007746039,-0.0012423967746748588,,
2024-10-07,normal,0.0030448415511434984,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.024416771939629323,1.0244167719396293,0.0,,
2024-10-08,bull,0.0022499088408482765,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.026721616291529582,1.0267216162915296,0.0,,
2024-10-09,bull,0.001911889971773871,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.028684595053520834,1.0286845950535208,0.0,,
2024-10-10,normal,-0.0014964158364817552,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.027145255134737978,1.0286845950535208,-0.001496415836481746,,
2024-10-11,bull,0.0029322685382327483,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.030157120850564656,1.0301571208505647,0.0,,
2024-10-14,bull,0.0032978399658978603,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.033554414174859826,1.0335544141748598,0.0,,
2024-10-15,normal,0.00012239984278989173,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.03368092107266962,1.0336809210726696,0.0,,
2024-10-16,bull,0.0010352164230871207,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.03475100453839586,1.0347510045383959,0.0,,
2024-10-17,bull,-0.004027850838060175,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.03058318183758235,1.0347510045383959,-0.004027850838060121,,
2024-10-18,bull,-0.0008040543886201879,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.02975453690738772,1.0347510045383959,-0.004828666615537158,,
2024-10-21,normal,-0.004397723149355643,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.025225961542276076,1.0347510045383959,-0.009205154625937184,,
2024-10-22,bull,-0.00035510424430045613,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.024861899451965375,1.0347510045383959,-0.009556990080760608,,
2024-10-23,normal,-0.0040183572420949484,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.020743638216155436,1.0347510045383959,-0.01353694392255178,,
2024-10-24,normal,0.002107209760554985,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.022894559173628926,1.0347510045383959,-0.011458259342358557,,
2024-10-25,normal,0.0019872688998483676,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.024927325718898663,1.0347510045383959,-0.009493761084947705,,
2024-10-28,normal,0.0005640506274915867,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.02550543662010374,1.0347510045383959,-0.008935065419353294,,
2024-10-29,bull,-4.388821677701166e-05,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.025460429015195407,1.0347510045383959,-0.008978561492042236,,
2024-10-30,normal,0.0019449015657118875,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.027454848609162585,1.0347510045383959,-0.00705112234463412,,
2024-10-31,normal,-0.004201935976288767,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.023137549116779343,1.0347510045383959,-0.011223429956269793,,
2024-11-01,normal,-0.003202196345788564,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.019861261795758534,1.0347510045383959,-0.014389686675665203,,
2024-11-04,normal,0.001492837502022411,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.02138374893422723,1.0347510045383959,-0.012918330637554432,,
2024-11-05,normal,0.005256812395622871,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.02675297168631241,1.0347510045383959,-0.0077294274825578935,,
2024-11-06,bull,-0.0011033802545107243,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.02562007273109357,1.0347510045383959,-0.008824279239405652,,
2024-11-07,bull,0.003214667910716692,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.028917100667489315,1.0347510045383959,-0.0056379784559948964,,
2024-11-08,bull,0.004418019936072661,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.0334628769308043,1.0347510045383959,-0.0012448672211400336,,
2024-11-11,normal,0.000283470087618331,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.03375583274307825,1.0347510045383959,-0.0009617500161418491,,
2024-11-12,bull,-0.0072384475016376215,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.026273045418255814,1.0347510045383959,-0.008193235940777921,,
2024-11-13,bull,-0.004743702825817639,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.021404711072644744,1.0347510045383959,-0.012898072490110768,,
2024-11-14,normal,-0.002064173588959389,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.019296354444409802,1.0347510045383959,-0.014935622218487654,,
2024-11-15,normal,-0.000806077932778532,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.01847472214613055,1.0347510045383959,-0.015729660875783535,,
2024-11-18,normal,0.001124644886487499,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.019620144534408857,1.0347510045383959,-0.014622706271966268,,
2024-11-19,normal,0.006226958154443405,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.02596927650785208,1.0347510045383959,-0.008486803097583207,,
2024-11-20,normal,0.003302845381388664,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.029357894394212547,1.0347510045383959,-0.00521198831460834,,
2024-11-21,bull,0.00369910718528704,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.033165599577598126,1.0347510045383959,-0.0015321608327454328,,
2024-11-22,bull,-0.0029120720625718244,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.0301569468990579,1.0347510045383959,-0.004439771132560888,,
2024-11-25,bull,0.004011367608296757,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.03428928510731066,1.0347510045383959,-0.0004462130783735585,,
2024-11-26,bull,0.0002828610648022553,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.034581845275809764,1.0347510045383959,-0.00016347822987772265,,
2024-11-27,normal,-0.0004305107367438446,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.03413644668337823,1.0347510045383959,-0.0005939185874883623,,
2024-11-29,bull,0.003906191812775976,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.03817598200470629,1.0381759820047063,0.0,,
2024-12-02,bull,-0.00010120634356592143,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.038070912009589675,1.0381759820047063,-0.00010120634356591829,,
2024-12-03,bull,-0.0017803173151348401,0.00753838528415234,0.11619952058879263,3.2872980407744937e-19,0.036031020676605276,3.127765645837452e-17,0.5755082572749165,0.19830904591274282,0.06641377026279054,0.0362228163906011,1.0381759820047063,-0.0018813434792949169,,
2024-12-04,normal,0.007689343751365066,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.044190689828836005,1.044190689828836,0.0,,
2024-12-05,normal,-0.0011187048257455911,0.005113403235194618,0.13003535131270064,6.733581058426668e-19,0.03078097160772291,0.021717898654270932,0.5440133740133689,0.20634552966534733,0.061993471511394664,0.04302254866512589,1.044190689828836,-0.001118704825745609,,
