Date,gross_portfolio_return,gross_exposure,cash_weight,portfolio_turnover,transaction_cost,net_portfolio_return,gross_equity_curve,net_equity_curve,gross_running_peak,net_running_peak,gross_drawdown,net_drawdown
2024-08-14,0.0,0.9999999999999998,0.4267493541057311,0.08568809847766502,8.568809847766502e-05,-8.568809847766502e-05,1.0,0.9996986871863948,1.0,1.0,0.0,-0.00030131281360523676
2024-08-15,0.0,0.9999999999999998,0.3346022825845521,0.10885730736048321,0.00010885730736048322,-0.00010885730736048322,1.0,0.9995898626791359,1.0,1.0,0.0,-0.00041013732086414567
2024-08-16,0.002763401037853135,0.9999999999999998,0.3387966782213087,0.039532527269500656,3.953252726950066e-05,0.0027238685105836343,1.0027634010378532,1.0023126140295862,1.0027634010378532,1.0023126140295862,0.0,0.0
2024-08-17,0.0,0.9999999999999999,0.3365791389107179,0.006288894471386204,6.288894471386204e-06,-6.288894471386204e-06,1.0027634010378532,1.0023063105913292,1.0027634010378532,1.0023126140295862,0.0,-6.2888944712957695e-06
2024-08-18,0.0,0.9999999999999998,0.3246491688903197,0.02120677224746082,2.1206772247460823e-05,-2.1206772247460823e-05,1.0027634010378532,1.0022850549096782,1.0027634010378532,1.0023126140295862,0.0,-2.7495533351795665e-05
2024-08-19,0.002426740019884199,0.9999999999999998,0.3257470619723756,0.0823602927013512,8.23602927013512e-05,0.002344379727182848,1.005196847113627,1.004634791673267,1.005196847113627,1.004634791673267,0.0,0.0
2024-08-20,1.0982054132150244e-06,0.9999999999999999,0.4566163884062949,0.23785203817938258,0.00023785203817938257,-0.00023675383276616755,1.0051979510262459,1.0043969405358082,1.0051979510262459,1.004634791673267,0.0,-0.00023675383276611228
2024-08-21,-0.006788465898431838,0.9999999999999999,0.3527439848570792,0.16748191071124363,0.00016748191071124365,-0.006955947809143082,0.9983741990145306,0.9974104078377781,1.0051979510262459,1.004634791673267,-0.00678846589843185,-0.007191054794604801
2024-08-22,0.006861376617184098,0.9999999999999996,0.2873324044588483,0.20753429602602755,0.00020753429602602755,0.006653842321158071,1.0052244203988487,1.0040470194210127,1.0052244203988487,1.004634791673267,0.0,-0.0005850606181727613
2024-08-23,-0.0010561009960975945,0.9999999999999998,0.295669079070124,0.1082862253538262,0.0001082862253538262,-0.0011643872214514208,1.004162801887164,1.0028779199018625,1.0052244203988487,1.004634791673267,-0.001056100996097431,-0.0017487666025166604
2024-08-24,0.0,0.9999999999999998,0.3057923870337362,0.20125097369079287,0.00020125097369079288,-0.00020125097369079288,1.004162801887164,1.0026760897439893,1.0052244203988487,1.004634791673267,-0.001056100996097431,-0.0019496656352259167
2024-08-25,0.0,0.9999999999999999,0.2346901942017765,0.14524913246141974,0.00014524913246141975,-0.00014524913246141975,1.004162801887164,1.0025304519118141,1.0052244203988487,1.004634791673267,-0.001056100996097431,-0.0020946315804452054
2024-08-26,3.102627067311333e-05,1.0,0.2939311543631615,0.09530058554237764,9.530058554237763e-05,-6.42743148692643e-05,1.0041939573140553,1.002466014953882,1.0052244203988487,1.004634791673267,-0.0010251074922996706,-0.0021587712643046375
2024-08-27,-0.004920695424938395,1.0,0.164654872334466,0.2177769638380258,0.0002177769638380258,-0.0051384723887764215,0.9992526247025492,0.9973148710153548,1.0052244203988487,1.004634791673267,-0.005940758675490709,-0.007286150866545826
2024-08-28,0.0018043085371240823,0.9999999999999998,0.0779674203496322,0.11003191493960038,0.00011003191493960038,0.0016942766221844819,1.0010555847440434,0.9990045982862731,1.0052244203988487,1.004634791673267,-0.004147169099961934,-0.00560421899944008
2024-08-29,0.005523905558721406,1.0,0.1209995481922796,0.047201750640356116,4.720175064035612e-05,0.005476703808081049,1.0065853212532003,1.004475850573998,1.0065853212532003,1.004634791673267,0.0,-0.00015820783889475276
2024-08-30,-0.01603388136933751,1.0,0.10918755164384,0.044501261981152354,4.4501261981152354e-05,-0.01607838263131866,0.99044585162411,0.98832550350455,1.0065853212532003,1.004634791673267,-0.016033881369337477,-0.016234046744044273
2024-08-31,0.0,0.9999999999999999,0.1035890562973081,0.015265761217530455,1.5265761217530453e-05,-1.5265761217530453e-05,0.99044585162411,0.9883104159634082,1.0065853212532003,1.004634791673267,-0.016033881369337477,-0.016249064680180725
2024-09-01,0.0,0.9999999999999999,0.1299827261754224,0.026393669878114288,2.639366987811429e-05,-2.639366987811429e-05,0.99044585162411,0.9882843308245521,1.0065853212532003,1.004634791673267,-0.016033881369337477,-0.016275029477609837
2024-09-02,0.0,1.0,0.1410472248271464,0.028443775526978743,2.8443775526978745e-05,-2.8443775526978745e-05,0.99044585162411,0.9882562202868893,1.0065853212532003,1.004634791673267,-0.016033881369337477,-0.016303010329851708
2024-09-03,0.0035872801764245425,1.0,0.3783804682045806,0.47380539185030934,0.00047380539185030936,0.003113474784574233,0.9939988583934631,0.9913331311094512,1.0065853212532003,1.004634791673267,-0.012504119217700338,-0.01324029455685205
2024-09-04,-0.00090718147801941,1.0,0.4279884986738883,0.27447939509568564,0.00027447939509568566,-0.0011816608731150956,0.9930971210399562,0.9901617115361965,1.0065853212532003,1.004634791673267,-0.013399957190366463,-0.014406309891940805
2024-09-05,0.005413728896228554,0.9999999999999999,0.494331364050633,0.07552060490431425,7.552060490431426e-05,0.00533820829132424,0.9984734796208916,0.9954474009944708,1.0065853212532003,1.004634791673267,-0.008058772029587602,-0.009145005483529145
2024-09-06,-0.004588421445533683,1.0,0.493976346339001,0.0003550177116320441,3.550177116320441e-07,-0.0045887764632453155,0.9938920624942025,0.9908795153903887,1.0065853212532003,1.004634791673267,-0.012610216432715982,-0.013691817560855357
2024-09-07,0.0,1.0,0.4993758904283567,0.005399544089355682,5.399544089355682e-06,-5.399544089355682e-06,0.9938920624942025,0.990874165092758,1.0065853212532003,1.004634791673267,-0.012610216432715982,-0.013697143175372184
2024-09-08,0.0,0.9999999999999999,0.4707704923730957,0.028605398055260925,2.8605398055260924e-05,-2.8605398055260924e-05,0.9938920624942025,0.9908458207428429,1.0065853212532003,1.004634791673267,-0.012610216432715982,-0.013725356761194685
2024-09-09,0.0026727667543700335,0.9999999999999998,0.4117888672682199,0.11339284386291965,0.00011339284386291965,0.002559373910507114,0.9965485041562692,0.9933817656857872,1.0065853212532003,1.004634791673267,-0.009971153845592884,-0.011201111170694555
2024-09-10,-0.0003676613047935309,1.0,0.4861520742766315,0.07591746379083932,7.591746379083932e-05,-0.0004435787685843702,0.996182111832941,0.9929411226254301,1.0065853212532003,1.004634791673267,-0.010335149142953193,-0.011639721364179012
2024-09-11,0.0016340306686054662,0.9999999999999999,0.3799137650350808,0.10623830924155064,0.00010623830924155064,0.0015277923593639156,0.9978099039551923,0.9944581304858755,1.0065853212532003,1.004634791673267,-0.00871800642501186,-0.010129712082180387
2024-09-12,0.003897209655502601,0.9999999999999998,0.2846302564783731,0.09528350855670766,9.528350855670765e-05,0.003801926146945893,1.0016985783472425,0.9982389868542128,1.0065853212532003,1.004634791673267,-0.00485477266832568,-0.00636629835246072
2024-09-13,0.004511973086185844,0.9999999999999998,0.226847529385199,0.06767602261633619,6.767602261633619e-05,0.004444297063569508,1.0062182153732158,1.0026754574522294,1.0065853212532003,1.004634791673267,-0.00036470418575895724,-0.0019502950099649086
2024-09-14,0.0,0.9999999999999999,0.1890043445085192,0.08080401036181295,8.080401036181295e-05,-8.080401036181295e-05,1.0062182153732158,1.002594437254176,1.0065853212532003,1.004634791673267,-0.00036470418575895724,-0.0020309414286685534
2024-09-15,0.0,0.9999999999999999,0.1869258411423283,0.1818180282828051,0.00018181802828280512,-0.00018181802828280512,1.0062182153732158,1.002412147510427,1.0065853212532003,1.004634791673267,-0.00036470418575895724,-0.0022123901951852654
2024-09-16,-0.0018524437091750607,0.9999999999999999,0.1863608379240858,0.1632603662218589,0.00016326036622185892,-0.0020157040753969197,1.0043542527700904,1.0003915812594628,1.0065853212532003,1.004634791673267,-0.002216472300959338,-0.004223634746649441
2024-09-17,-0.005008688047717115,1.0,0.1905009736708671,0.049278269553841944,4.9278269553841946e-05,-0.005057966317270957,0.9993237556285669,0.995331634337371,1.0065853212532003,1.004634791673267,-0.007214058730354633,-0.00926023806163534
2024-09-18,0.0015388509901774123,1.0,0.1800937866101775,0.1033660108113435,0.0001033660108113435,0.0014354849793660688,1.0008615659794238,0.9967604179479502,1.0065853212532003,1.004634791673267,-0.005686309101597509,-0.007838046014912115
2024-09-19,0.00025657358014813587,0.9999999999999998,0.2193540578881968,0.1681855625078519,0.0001681855625078519,8.838801764028396e-05,1.0011183606146397,0.996848519625355,1.0065853212532003,1.004634791673267,-0.005431194478133561,-0.0077503507866212296
2024-09-20,-0.00020796979929619435,0.9999999999999999,0.2494349191177516,0.35205923011265594,0.0003520592301126559,-0.0005600290294088502,1.000910158230111,0.9962902555164416,1.0065853212532003,1.004634791673267,-0.005638034753004062,-0.008306039394601505
2024-09-21,0.0,0.9999999999999999,0.3841727322595485,0.1379540688124468,0.0001379540688124468,-0.0001379540688124468,1.000910158230111,0.9961528132219749,1.0065853212532003,1.004634791673267,-0.005638034753004062,-0.008442847611483728
2024-09-22,0.0,0.9999999999999998,0.2557502719615301,0.19727487042495107,0.00019727487042495108,-0.00019727487042495108,1.000910158230111,0.995956297304823,1.0065853212532003,1.004634791673267,-0.005638034753004062,-0.008638456920240123
2024-09-23,0.003276880167660553,0.9999999999999999,0.1045209633924038,0.6563433962212227,0.0006563433962212227,0.00262053677143933,1.0041900208772252,0.9985662374046569,1.0065853212532003,1.004634791673267,-0.002379629749610257,-0.006040557542808744
2024-09-24,-0.0027186082340494013,0.9999999999999997,0.0996057286960419,0.032048291454110915,3.2048291454110916e-05,-0.0027506565255035124,1.0014600216179181,0.9958195246675923,1.0065853212532003,1.004634791673267,-0.005091768702628396,-0.008774598569289527
2024-09-25,0.00522909170945019,0.9999999999999999,0.0989260581256992,0.06673718423423448,6.673718423423448e-05,0.005162354525215956,1.0066967479143063,1.0009602980970584,1.0066967479143063,1.004634791673267,0.0,-0.0036575416327045973
2024-09-26,-0.0015867702115161862,0.9999999999999999,0.0449924413292243,0.07546363694684322,7.546363694684322e-05,-0.0016622338484630294,1.0050993515026856,0.999296468008594,1.0066967479143063,1.004634791673267,-0.0015867702115162086,-0.00531369579166352
2024-09-27,0.0009748583903223728,0.9999999999999998,0.045328779545197,0.04174512786250549,4.174512786250549e-05,0.0009331132624598674,1.0060791810386056,1.000228924796022,1.0066967479143063,1.004634791673267,-0.0006134586974479994,-0.00438554080921949
