Date,Close,High,Low,Open,Volume,daily_return,log_return,volatility_7d,volatility_21d,volatility_63d,momentum_7d,momentum_21d,momentum_63d,rolling_max,drawdown
2024-08-16,90.3501434326172,90.4428658900629,89.95143049875757,90.3501434326172,28541000,0.003501212094917827,0.003495097120908299,0.006789931773903708,0.010661870727443195,0.009962624709357827,0.015952228246938205,0.04594847316394923,0.06956698446187382,91.61119842529295,-0.013765293046615001
2024-08-19,90.76740264892578,91.01776107847118,90.32233200082126,90.33159929504858,25322100,0.004618246307708018,0.004607614927882918,0.005691409096293637,0.010509149136229806,0.009920848384074313,0.026961719665065775,0.056998630715819676,0.08179653806994613,91.61119842529295,-0.00921061825269398
2024-08-20,91.49066162109376,91.6668392778939,90.9806844647708,91.16612941720253,25239300,0.00796826780386617,0.00793668880035278,0.0053937568237413715,0.010487231888734254,0.009940773194832837,0.025036404932949674,0.06852588001348336,0.09364735254904732,91.61119842529295,-0.0013157431217045712
2024-08-21,91.5462875366211,91.98208381928458,91.0641194111438,91.49064839951498,29230000,0.0006079955543190074,0.0006078107999047536,0.00550608641683684,0.010452088503811423,0.009930073432428365,0.021943872423125566,0.07067792873119383,0.08869674457657006,91.61119842529295,-0.0007085475333541424
2024-08-22,90.63758850097656,91.14757264705844,90.34087238169352,91.08266621703623,33453800,-0.009926115630642274,-0.009975707962112884,0.007034349848533101,0.010394118743025628,0.010032072284167665,0.004831374695728696,0.07163285219205284,0.07659740827483064,91.61119842529295,-0.010627630039250602
2024-08-23,91.23102569580078,91.4906514299942,90.83231272564072,91.04558076402569,32005100,0.006547363016148999,0.006526022135264816,0.00707150205709686,0.010361898666867512,0.010005572787434185,0.00510781440632635,0.06988165912886735,0.09066351447922094,91.61119842529295,-0.004149849974970032
2024-08-26,90.9992218017578,91.51847330328462,90.94358973352884,91.50920600809388,23198700,-0.00254084498420426,-0.0025440784090699827,0.006174031612690444,0.010381614491037203,0.01001597367840653,0.010710397442398323,0.05890069356399619,0.08467798956103878,91.61119842529295,-0.006680150833680121
2024-08-27,90.8415756225586,90.9435724444354,90.32232421974558,90.39649793852617,21507700,-0.0017323904103557775,-0.0017338927339474299,0.0062136334844702275,0.010408577654779065,0.00982180631098702,0.005439196566499049,0.0514125844337292,0.09854717374378241,91.61119842529295,-0.008400968614791893
2024-08-28,90.7303237915039,91.05485598750528,90.61905965245846,90.87868540925956,18501400,-0.0012246796721903097,-0.0012254302051776216,0.006002814653851564,0.010433119566548818,0.009672599134262713,-0.00040850411424997457,0.046096873304476205,0.11064243654985417,91.61119842529295,-0.009615359791492972
2024-08-29,90.43357849121094,90.53557530198523,90.0626816406016,90.2852239955286,24988200,-0.003270629794895008,-0.0032759899952008753,0.004905729799644561,0.01032903927355714,0.009638317333726503,-0.011554000278855892,0.03211785253352062,0.0964135090373357,91.61119842529295,-0.012854541304165412
2024-08-30,89.46927642822266,90.86013473077762,89.45073476353457,90.5726929453497,42896200,-0.010663097480788086,-0.010720355701816264,0.005808337726730618,0.010524842196560795,0.00973438967624744,-0.022688097620207404,0.01238070860244811,0.0774067122904063,91.61119842529295,-0.02338056955795631
2024-09-03,90.93256378173828,91.22094099676652,90.6255774640864,90.75581279327936,48947900,0.016355193781963262,0.016222888239484246,0.008602275551751774,0.008718821376234644,0.009738879313799582,0.00325444758229132,-0.002156144765605661,0.07759786540253444,91.61119842529295,-0.007407769521846075
2024-09-04,92.10466766357422,92.12326966462744,90.9883559735096,91.05347362313316,40885200,0.012889814529471355,0.012807447908718619,0.009619752328953197,0.009101570715340151,0.009760963723284095,0.00957614979235788,0.005386560232411686,0.07888564074575766,92.10466766357422,0.0
2024-09-05,92.6256332397461,92.7279620157007,91.89072980211454,92.41167113621552,47450900,0.005656234253781589,0.0056402978260204064,0.009558529385472784,0.007531455482734279,0.009746341620586877,0.017872806006313358,0.034206971609077375,0.07708438555819774,92.6256332397461,0.0
2024-09-06,92.61631774902344,93.75123160480511,92.27212744991402,92.60702029579362,57406400,-0.00010057141200370268,-0.00010057646964726463,0.009455371978417797,0.00728008810726875,0.009741622905533352,0.019536672655687815,0.04143447718289006,0.0785937008822688,92.6256332397461,-0.00010057141200370268
2024-09-09,93.0163345336914,93.11866330446816,92.24422712322992,92.46748666979148,26961400,0.004319074590634742,0.004309774157867157,0.009292259272775185,0.007051704793020319,0.009419527634533957,0.02519566388234984,0.052406613849397043,0.10349654324543289,93.0163345336914,0.0
2024-09-10,93.66753387451172,93.8721914501696,92.85820812458128,92.90472379079232,31703400,0.007000913808148823,0.006976521191970627,0.008826155263633664,0.006928104134766082,0.009383196078403093,0.03576055970863834,0.04942548759018317,0.11867991445425496,93.66753387451172,0.0
2024-09-11,93.59309387207033,94.17915282963509,93.3512252288387,93.48146055274198,39497100,-0.0007947257642239025,-0.0007950417261572137,0.006330483178307526,0.006953530671020636,0.009324876195336755,0.04609199502307404,0.04479265470402827,0.10634895755078344,93.66753387451172,-0.0007947257642239025
2024-09-12,93.1558837890625,93.53729235440446,92.73727120995942,93.36054135121734,41618700,-0.004671392566693355,-0.004682337620012067,0.005829807493366317,0.007012003561612277,0.009327622529738962,0.024450206998020585,0.0327498372019317,0.09296838418447462,93.66753387451172,-0.005462405854889774
2024-09-13,93.40705871582033,93.59310717718982,93.04425215075018,93.45356728251576,25722100,0.002696286230578604,0.002692657771639202,0.004102212426847528,0.006934879053877123,0.009174042660046134,0.014140337132568348,0.02908154238041072,0.08003910108438395,93.66753387451172,-0.0027808478340035636
2024-09-16,94.26287841796876,94.30008952394748,93.407044272336,93.61169470927992,30866300,0.009162259404315032,0.009120540538048873,0.004779064761795371,0.006777412812199021,0.009183916230412424,0.01767594046007681,0.0469591873811972,0.0808395596028253,94.26287841796876,0.0
2024-09-17,93.80704498291016,94.55125288640164,93.71402076929684,94.39311101352978,31699400,-0.004835768254788597,-0.004847498413593956,0.005492956766776747,0.0069401842094977476,0.00910576868348177,0.012856559867921113,0.03826116283778891,0.08639994896459813,94.26287841796876,-0.004835768254788597
2024-09-18,92.6442413330078,93.70474027142735,92.59773276643196,93.24890947684464,48897000,-0.012395696401205192,-0.012473163887157489,0.007501296958608361,0.007561539372047437,0.009211982136235305,-0.00400029954468728,0.020677452800333285,0.06317834927814925,94.26287841796876,-0.017171521940840817
