Date,Close,High,Low,Open,Volume,daily_return,log_return,volatility_7d,volatility_21d,volatility_63d,momentum_7d,momentum_21d,momentum_63d,rolling_max,drawdown
2024-08-16,470.6165161132813,471.9836994318874,467.267914706038,468.22890368838864,38383600,0.0012857306108033928,0.001284904767000926,0.013386171075606652,0.019188833673874726,0.01317007080269664,0.09260078766188173,-0.009301520903094218,0.0526682891463266,498.2870178222656,-0.055531251506243606
2024-08-19,476.7985229492188,476.838159775864,468.9719276760101,470.75522206656456,23737700,0.013135975097077646,0.013050446364195282,0.010919947852104874,0.019296401440413478,0.013258459827101691,0.07409556918409699,0.012688245642008988,0.06701543312760982,498.2870178222656,-0.0431247335460615
2024-08-20,475.79791259765625,478.4530054535782,474.1037784441942,475.887072779306,29209300,-0.002098602037131525,-0.002100807188082985,0.011803694409833395,0.019029166072235357,0.01324308874102636,0.06627294698660746,-0.004271092109745522,0.05740327280027335,498.2870178222656,-0.04513283392952261
2024-08-21,478.0171203613281,479.8697414618623,474.866672813873,476.58058013398335,25658800,0.00466418137808966,0.004653337788698011,0.01158765739442506,0.019037896610523797,0.01325072387068801,0.06894414053694975,0.003911647476422697,0.06026084572096324,498.2870178222656,-0.040679160274987525
2024-08-22,470.438232421875,481.0289153501266,469.4078864699155,480.335406871414,37739600,-0.015854846231708852,-0.0159818788168369,0.012832761167491559,0.0175785243922563,0.013419607338514567,0.026525289022633736,0.02475290273598363,0.043656713058044305,498.2870178222656,-0.05588904467570144
2024-08-23,475.5403442382813,478.2548773617484,470.8641963105765,474.7873956850109,36061500,0.01084544466154469,0.010787054624501725,0.012970884271332342,0.017458418491985275,0.01346166832738081,0.03732194033748559,0.047417388661238125,0.059742884338485513,498.2870178222656,-0.04564974155537371
2024-08-26,470.9236145019531,475.9167963494327,468.8431195460001,474.99544423155214,27452600,-0.009708387084850223,-0.009755820727187944,0.010510966179317483,0.017549916130832337,0.013484261504451978,0.0019391144678131411,0.02671871577598739,0.03962320793764418,498.2870178222656,-0.05491494327888102
2024-08-27,472.3304443359375,473.400396779738,467.32734562030106,469.2889603736487,27510000,0.0029873843457015603,0.002982930980158944,0.01055648901733429,0.01755290443990876,0.013481726018655774,0.0036418786081100496,0.0277214709343252,0.038804722358285026,498.2870178222656,-0.05209161097507575
2024-08-28,466.9706726074219,472.5879754586852,463.5428280840913,471.86477727035714,37372400,-0.011347504258488073,-0.011412378425107976,0.00972105691481148,0.017457267319386738,0.013532333879927423,-0.0206121660801446,0.030205511312120237,0.034307071760995234,498.2870178222656,-0.06284800545619273
2024-08-29,466.2871398925781,473.4895840302983,465.00911671200544,468.8827928484705,41081500,-0.001463759407046128,-0.001464831749408877,0.00973306368013853,0.016236741758215538,0.01345729151459439,-0.01998910136690868,-0.0008703551984301505,0.04397766960207794,498.2870178222656,-0.06421977050403826
2024-08-30,471.8450012207031,472.4691527766626,466.1385374963052,470.62644840577417,33466500,0.011919396553388584,0.011848920018712131,0.010972672681669472,0.015426856374508895,0.013525614787227485,-0.012911920677568078,0.03613529078388522,0.058390052866735154,498.2870178222656,-0.0530658348618549
2024-09-03,457.5193481445313,468.9323056206166,455.1416524496019,468.8035388395337,44985200,-0.030360930049296186,-0.030831369562750448,0.01477854338428593,0.01603124784344285,0.014076957829741046,-0.027461382572661397,0.029103133377297308,0.02077556913775891,498.2870178222656,-0.08181563681090276
2024-09-04,456.33050537109375,460.13485493215927,453.47728855135824,454.4085575268009,32505100,-0.002598453547940416,-0.0026018353880006726,0.013351263910380641,0.014389948922968828,0.014078870829535019,-0.04039581309963891,0.057973668246394494,0.015344613659063144,498.2870178222656,-0.08420149622709494
2024-09-05,456.7565612792969,461.036401888434,453.6853568251423,454.7057860543502,34452400,0.0009336564248683121,0.0009332208388125252,0.013437142235164626,0.01430992236102289,0.01384881201746195,-0.030083548130495186,0.04893877552736736,-0.0037907471876073018,498.2870178222656,-0.08334645507016258
2024-09-06,444.521240234375,456.9348232587385,444.0258857158704,456.0530777034609,50624400,-0.026787400734108457,-0.027152721931857273,0.015333591266710694,0.015426327530078358,0.014255234783272895,-0.05887658615920943,0.03201702571697762,-0.030141825909121067,498.2870178222656,-0.10790122091253918
2024-09-09,450.2376403808594,451.2283494616286,445.6407659677918,448.8506537145908,32981200,0.012859678298995147,0.0127776947427076,0.017207299765824167,0.014197367323630014,0.014352309998815021,-0.03583315443158419,0.014261226359733037,-0.016799800286242172,498.2870178222656,-0.09642911760254813
2024-09-10,454.3985900878906,454.9038613489134,448.0283385228492,452.0010610232758,29680300,0.009241674471089256,0.0091992314932956,0.018037080379184913,0.014287186462782254,0.014391813703609578,-0.025496199203405734,0.018316623362927498,-0.011705427447390448,498.2870178222656,-0.088078609645876
2024-09-11,464.2660827636719,465.0091145713216,447.087190998894,455.6370151696974,57843000,0.021715500204066762,0.021483077493670212,0.01973655877745287,0.014989212867356588,0.0146271846100579,-0.01606230528547281,0.03819400536353368,0.002873466608813491,498.2870178222656,-0.06827578050754812
2024-09-12,468.8233337402344,469.635722410282,462.5125219845072,464.29578616525714,40067800,0.009816032542016018,0.009768168264567207,0.015563337398014139,0.01417798144697904,0.014586121547487466,0.02470712034703304,0.023001480323287193,-0.0003751260397465428,498.2870178222656,-0.059129945248825755
2024-09-13,470.9236145019531,472.1025606358586,467.8623273065814,468.0902012618372,29111800,0.004479898099275292,0.004469893225201006,0.015321769353796833,0.014194437529140003,0.01458106936149223,0.03197925398169921,0.02725121740908132,-0.0013099727883426615,498.2870178222656,-0.05491494327888102
2024-09-16,468.8431396484375,469.4573744200276,465.524288528779,468.7936162897121,22585600,-0.0044178605392637404,-0.004427648122559079,0.015665346330768482,0.013135362679225953,0.014577102073885123,0.026461750949539065,-0.0024873128087389285,-0.010847036700779467,498.2870178222656,-0.05909019725721709
