Date,Close,High,Low,Open,Volume,daily_return,log_return,volatility_7d,volatility_21d,volatility_63d,momentum_7d,momentum_21d,momentum_63d,rolling_max,drawdown
2024-08-16,395.8914184570313,396.5046198453378,393.8085119974199,394.2270359056372,2789200,0.0029266203391418166,0.0029223461231447203,0.007436377338952562,0.010886086604400332,0.008132185749721976,0.04976655615955772,0.0013331997457721734,0.02397319663486619,400.4288330078125,-0.01133138819374846
2024-08-19,398.1982727050781,398.4026930070416,396.397639356484,396.4949484104265,2012400,0.005826987250791227,0.005810076023118241,0.005850645987266888,0.01075412598215934,0.008152616718195114,0.03781800978581584,0.016105794558372022,0.026504461872217888,400.4288330078125,-0.005570428797495808
2024-08-20,397.6629638671875,398.4319014561128,396.9037690653432,397.7213611824356,1999600,-0.0013443273730298078,-0.0013452317917201507,0.006255216946275855,0.010752051234659155,0.008130130034538764,0.0347701156727418,0.011727090479658475,0.02988842168059347,400.4288330078125,-0.006907267690613672
2024-08-21,398.0814514160156,399.0547795191995,396.7187980122815,398.4026663240915,1439000,0.0010523674238063219,0.001051814073393583,0.005417254821619673,0.010739995187872237,0.00812897823894308,0.03948963668676786,0.01444844429156733,0.029214214534083904,400.4288330078125,-0.005862169250312355
2024-08-22,396.6117248535156,399.5511648737802,395.19064451267246,398.77251431454647,2353500,-0.003692024728286225,-0.003698857073559377,0.005950867969995488,0.01039819157513228,0.008112827394251922,0.025185496863231238,0.02292257430828304,0.030894781914240443,400.4288330078125,-0.009532550704765108
2024-08-23,400.845703125,401.32265409813664,397.6629308934148,398.3734711081748,3818300,0.01067537343493341,0.010618793951161073,0.006514127188119422,0.010604574209957777,0.00796027852580587,0.030173340080419164,0.031720573478673186,0.057902402674743225,400.845703125,0.0
2024-08-26,401.71197509765625,403.46395379829227,400.6705069005503,401.6341219191549,3145000,0.0021611107862771206,0.002158778945335241,0.004715514829683069,0.010061419662693473,0.007960782754853232,0.017672055395113073,0.01744653676397956,0.06024253012295655,401.71197509765625,0.0
2024-08-27,401.8774108886719,402.0526027992428,400.38819053798,401.2934081498225,1710200,0.0004118268841137862,0.00041174210669749425,0.004774371282074938,0.010051667935503108,0.007921755692080779,0.01512028842395896,0.019019997407707656,0.06624779644977008,401.8774108886719,0.0
2024-08-28,400.3687438964844,402.88965990205065,397.808886453134,401.6535440108343,2732600,-0.0037540477551385454,-0.0037611118773223594,0.004917733518377883,0.01006339470048898,0.007811607751555928,0.005450729800161147,0.010460454716651357,0.07334856666182055,401.8774108886719,-0.0037540477551385454
2024-08-29,402.87017822265625,405.1964165938715,400.3297768091571,403.3179007658386,5024800,0.006247826195989514,0.006228389446180396,0.00519848553324928,0.010131424937290133,0.007747109998000369,0.013094541932770598,0.01408523193850919,0.08883122478862382,402.87017822265625,0.0
