strategy,observations,net_total_return,volatility,sharpe_like,max_drawdown,avg_turnover,transaction_cost_drag
meta_strategy,294.0,0.1764079164176819,0.0558634819274066,2.52129364881042,-0.0290283839815299,,
rolling_min_variance,360.0,0.29519944105118423,0.07940899679594698,2.3202615379097793,-0.04637485209766401,,
dynamic_allocation,419.0,0.27113526632549445,0.06436595522328019,2.274432499218661,-0.07163995911799015,0.004297925218412394,0.001800830666514802
regime_aware,419.0,0.2160960843911215,0.058012845287589605,2.057693493297268,-0.03129126142555261,,
black_litterman,312.0,0.3350955052788342,0.1902676785095521,1.321476659105587,-0.0989582778697769,0.0505007781820267,0.0157562427927923
hrp,312.0,0.2023965325378791,0.1219868213875287,1.2810698499048283,-0.1038070146030918,0.0026525341088083,0.0008275906419482
bayesian_robust,312.0,0.1624909567711523,0.1243823931043123,1.039859987293872,-0.1044309297572145,0.0302807772618637,0.0094476025057014
