Date,regime,portfolio_beta_to_spy,rolling_beta_20,rolling_beta_60
2026-03-31,normal,0.2698308769767395,0.2539673048406281,0.263094466316118
2026-04-01,normal,0.2698308769767395,0.2539673048406281,0.26309446631611794
2026-04-02,normal,0.2698308769767395,0.2539673048406281,0.26309446631611794
2026-04-06,normal,0.2698308769767395,0.2539673048406281,0.263094466316118
2026-04-07,crisis,0.21695230318970155,0.25132337615127626,0.26221315675300066
2026-04-08,normal,0.2698308769767395,0.2513233761512762,0.26221315675300066
2026-04-09,normal,0.2698308769767395,0.2513233761512762,0.26221315675300066
2026-04-10,bull,0.2357962538487114,0.25226557368422675,0.2616459130342002
2026-04-13,bull,0.2357962538487114,0.25056384252782526,0.2610786693153997
2026-04-14,bull,0.2357962538487114,0.24886211137142392,0.2610786693153997
2026-04-15,bull,0.2357962538487114,0.24716038021502248,0.26051142559659923
2026-04-16,bull,0.2357962538487114,0.24810257774797298,0.2599441818777988
2026-04-17,bull,0.2357962538487114,0.2464008465915716,0.2593769381589983
2026-04-20,normal,0.2698308769767395,0.2490447752809235,0.2593769381589983
2026-04-21,normal,0.2698308769767395,0.2490447752809235,0.2593769381589983
2026-04-22,bull,0.2357962538487114,0.249986972813874,0.25880969444019786
2026-04-23,normal,0.2698308769767395,0.249986972813874,0.2588096944401978
2026-04-24,bull,0.2357962538487114,0.2509291703468245,0.25824245072139734
2026-04-27,bull,0.2357962538487114,0.25187136787977493,0.2576752070025969
2026-04-28,bull,0.2357962538487114,0.25016963672337356,0.2571079632837964
2026-04-29,normal,0.2698308769767395,0.25016963672337356,0.2571079632837964
2026-04-30,bull,0.2357962538487114,0.24846790556697215,0.25654071956499597
2026-05-01,normal,0.2698308769767395,0.24846790556697215,0.25654071956499597
2026-05-04,normal,0.2698308769767395,0.24846790556697215,0.25654071956499597
2026-05-05,bull,0.2357962538487114,0.24941010309992265,0.2559734758461955
2026-05-06,normal,0.2698308769767395,0.24941010309992265,0.2559734758461955
2026-05-07,bull,0.2357962538487114,0.24770837194352122,0.25540623212739505
2026-05-08,normal,0.2698308769767395,0.24941010309992265,0.25540623212739505
2026-05-11,normal,0.2698308769767395,0.25111183425632405,0.25540623212739505
2026-05-12,bull,0.2357962538487114,0.25111183425632405,0.2548389884085946
2026-05-13,bull,0.2357962538487114,0.25111183425632405,0.25427174468979413
2026-05-14,bull,0.2357962538487114,0.25111183425632405,0.2537045009709936
2026-05-15,normal,0.2698308769767395,0.2528135654127254,0.2537045009709936
