ticker,timestamp,open,high,low,close,volume,source
SPY,2025-09-05T04:00:00Z,651.47998046875,652.2100219726562,643.3300170898438,647.239990234375,85178900,yfinance_public_market_data
SPY,2025-09-08T04:00:00Z,648.6199951171875,649.8400268554688,647.22998046875,648.8300170898438,63133100,yfinance_public_market_data
SPY,2025-09-09T04:00:00Z,648.969970703125,650.8599853515625,647.219970703125,650.3300170898438,66133900,yfinance_public_market_data
SPY,2025-09-10T04:00:00Z,653.6199951171875,654.5499877929688,650.6300048828125,652.2100219726562,78034500,yfinance_public_market_data
SPY,2025-09-11T04:00:00Z,654.1799926757812,658.3300170898438,653.5900268554688,657.6300048828125,69934400,yfinance_public_market_data
SPY,2025-09-12T04:00:00Z,657.5999755859375,659.1099853515625,656.9000244140625,657.4099731445312,72780100,yfinance_public_market_data
SPY,2025-09-15T04:00:00Z,659.6400146484375,661.0399780273438,659.3400268554688,660.9099731445312,63772400,yfinance_public_market_data
SPY,2025-09-16T04:00:00Z,661.469970703125,661.780029296875,659.2100219726562,660.0,61169000,yfinance_public_market_data
SPY,2025-09-17T04:00:00Z,660.010009765625,661.719970703125,654.2999877929688,659.1799926757812,101952200,yfinance_public_market_data
SPY,2025-09-18T04:00:00Z,661.8900146484375,664.8900146484375,660.27001953125,662.260009765625,90459200,yfinance_public_market_data
SPY,2025-09-19T04:00:00Z,662.3300170898438,664.5499877929688,660.3699951171875,663.7000122070312,97945600,yfinance_public_market_data
SPY,2025-09-22T04:00:00Z,662.2000122070312,667.2899780273438,662.1699829101562,666.8400268554688,69452200,yfinance_public_market_data
SPY,2025-09-23T04:00:00Z,666.719970703125,667.3400268554688,661.97998046875,663.2100219726562,81708900,yfinance_public_market_data
SPY,2025-09-24T04:00:00Z,664.510009765625,664.6099853515625,659.6699829101562,661.0999755859375,68082200,yfinance_public_market_data
SPY,2025-09-25T04:00:00Z,657.9400024414062,659.4099731445312,654.4099731445312,658.0499877929688,89622100,yfinance_public_market_data
SPY,2025-09-26T04:00:00Z,659.510009765625,662.3699951171875,657.8800048828125,661.8200073242188,69179200,yfinance_public_market_data
SPY,2025-09-29T04:00:00Z,664.3599853515625,665.280029296875,661.8599853515625,663.6799926757812,73499000,yfinance_public_market_data
SPY,2025-09-30T04:00:00Z,662.9299926757812,666.6500244140625,661.6099853515625,666.1799926757812,86288000,yfinance_public_market_data
SPY,2025-10-01T04:00:00Z,663.1699829101562,669.3699951171875,663.0599975585938,668.4500122070312,72545400,yfinance_public_market_data
SPY,2025-10-02T04:00:00Z,670.4500122070312,670.5700073242188,666.780029296875,669.219970703125,56896000,yfinance_public_market_data
SPY,2025-10-03T04:00:00Z,669.989990234375,672.6799926757812,668.1599731445312,669.2100219726562,70494400,yfinance_public_market_data
SPY,2025-10-06T04:00:00Z,671.6199951171875,672.510009765625,669.4600219726562,671.6099853515625,54623300,yfinance_public_market_data
SPY,2025-10-07T04:00:00Z,672.5399780273438,672.989990234375,667.6699829101562,669.1199951171875,72020100,yfinance_public_market_data
SPY,2025-10-08T04:00:00Z,670.25,673.2100219726562,669.4199829101562,673.1099853515625,60702200,yfinance_public_market_data
SPY,2025-10-09T04:00:00Z,673.530029296875,673.9400024414062,669.2100219726562,671.1599731445312,66501900,yfinance_public_market_data
SPY,2025-10-10T04:00:00Z,672.1300048828125,673.9500122070312,652.8400268554688,653.02001953125,159422600,yfinance_public_market_data
SPY,2025-10-13T04:00:00Z,660.6500244140625,665.1300048828125,659.77001953125,663.0399780273438,79560500,yfinance_public_market_data
SPY,2025-10-14T04:00:00Z,657.1699829101562,665.8300170898438,653.1699829101562,662.22998046875,88779600,yfinance_public_market_data
SPY,2025-10-15T04:00:00Z,666.8200073242188,670.22998046875,658.9299926757812,665.1699829101562,81702600,yfinance_public_market_data
SPY,2025-10-16T04:00:00Z,666.8200073242188,668.7100219726562,657.1099853515625,660.6400146484375,110563300,yfinance_public_market_data
SPY,2025-10-17T04:00:00Z,659.5,665.760009765625,658.1400146484375,664.3900146484375,96500900,yfinance_public_market_data
SPY,2025-10-20T04:00:00Z,667.3200073242188,672.2100219726562,667.27001953125,671.2999877929688,60493400,yfinance_public_market_data
SPY,2025-10-21T04:00:00Z,671.4400024414062,672.989990234375,669.97998046875,671.2899780273438,56249000,yfinance_public_market_data
SPY,2025-10-22T04:00:00Z,672.0,672.0,663.2999877929688,667.7999877929688,80564000,yfinance_public_market_data
SPY,2025-10-23T04:00:00Z,668.1199951171875,672.7100219726562,667.7999877929688,671.760009765625,65604500,yfinance_public_market_data
SPY,2025-10-24T04:00:00Z,676.4600219726562,678.469970703125,675.6500244140625,677.25,74356500,yfinance_public_market_data
SPY,2025-10-27T04:00:00Z,682.72998046875,685.5399780273438,682.1199951171875,685.239990234375,63339800,yfinance_public_market_data
SPY,2025-10-28T04:00:00Z,687.0499877929688,688.9099731445312,684.8300170898438,687.0599975585938,61738100,yfinance_public_market_data
SPY,2025-10-29T04:00:00Z,688.719970703125,689.7000122070312,682.8699951171875,687.3900146484375,85657100,yfinance_public_market_data
SPY,2025-10-30T04:00:00Z,683.9000244140625,685.9400024414062,679.8300170898438,679.8300170898438,76335800,yfinance_public_market_data
SPY,2025-10-31T04:00:00Z,685.0399780273438,685.0800170898438,679.239990234375,682.0599975585938,87164100,yfinance_public_market_data
SPY,2025-11-03T05:00:00Z,685.6699829101562,685.7999877929688,679.9400024414062,683.3400268554688,57315000,yfinance_public_market_data
SPY,2025-11-04T05:00:00Z,676.1099853515625,679.9600219726562,674.5800170898438,675.239990234375,78427000,yfinance_public_market_data
SPY,2025-11-05T05:00:00Z,674.97998046875,680.8599853515625,674.1699829101562,677.5800170898438,74402400,yfinance_public_market_data
SPY,2025-11-06T05:00:00Z,676.469970703125,677.3800048828125,668.719970703125,670.3099975585938,85035300,yfinance_public_market_data
SPY,2025-11-07T05:00:00Z,667.9099731445312,671.0800170898438,661.2100219726562,670.969970703125,100592400,yfinance_public_market_data
SPY,2025-11-10T05:00:00Z,677.239990234375,682.1799926757812,675.030029296875,681.4400024414062,75842900,yfinance_public_market_data
SPY,2025-11-11T05:00:00Z,679.9500122070312,683.5700073242188,678.72998046875,683.0,58953400,yfinance_public_market_data
SPY,2025-11-12T05:00:00Z,684.7899780273438,684.9600219726562,680.9500122070312,683.3800048828125,62312500,yfinance_public_market_data
SPY,2025-11-13T05:00:00Z,680.5,680.8599853515625,670.52001953125,672.0399780273438,103457800,yfinance_public_market_data
SPY,2025-11-14T05:00:00Z,665.3800048828125,675.6599731445312,663.27001953125,671.9299926757812,96846700,yfinance_public_market_data
SPY,2025-11-17T05:00:00Z,669.7000122070312,673.7100219726562,662.1699829101562,665.6699829101562,90456100,yfinance_public_market_data
SPY,2025-11-18T05:00:00Z,662.0999755859375,665.1199951171875,655.8599853515625,660.0800170898438,114467500,yfinance_public_market_data
SPY,2025-11-19T05:00:00Z,660.780029296875,667.3400268554688,658.75,662.6300048828125,94703000,yfinance_public_market_data
SPY,2025-11-20T05:00:00Z,672.9099731445312,675.5599975585938,651.8900146484375,652.530029296875,165293500,yfinance_public_market_data
SPY,2025-11-21T05:00:00Z,655.0499877929688,664.5499877929688,650.8499755859375,659.030029296875,123956200,yfinance_public_market_data
SPY,2025-11-24T05:00:00Z,662.6900024414062,670.0599975585938,661.5900268554688,668.72998046875,80437900,yfinance_public_market_data
SPY,2025-11-25T05:00:00Z,668.6300048828125,676.2100219726562,664.47998046875,675.02001953125,81077100,yfinance_public_market_data
SPY,2025-11-26T05:00:00Z,677.6300048828125,681.7000122070312,676.719970703125,679.6799926757812,71879600,yfinance_public_market_data
SPY,2025-11-28T05:00:00Z,680.8599853515625,683.6699829101562,680.5,683.3900146484375,49212000,yfinance_public_market_data
SPY,2025-12-01T05:00:00Z,678.8099975585938,682.989990234375,678.739990234375,680.27001953125,61201200,yfinance_public_market_data
SPY,2025-12-02T05:00:00Z,681.9199829101562,683.8200073242188,679.3300170898438,681.530029296875,62953800,yfinance_public_market_data
SPY,2025-12-03T05:00:00Z,680.5700073242188,684.9099731445312,679.6900024414062,683.8900146484375,57238500,yfinance_public_market_data
SPY,2025-12-04T05:00:00Z,685.2999877929688,685.3699951171875,681.3400268554688,684.3900146484375,61970300,yfinance_public_market_data
SPY,2025-12-05T05:00:00Z,685.469970703125,688.3900146484375,684.5800170898438,685.6900024414062,79241000,yfinance_public_market_data
SPY,2025-12-08T05:00:00Z,686.5900268554688,686.6400146484375,681.5700073242188,683.6300048828125,55231500,yfinance_public_market_data
SPY,2025-12-09T05:00:00Z,683.1500244140625,685.3900146484375,682.5900268554688,683.0399780273438,58310100,yfinance_public_market_data
SPY,2025-12-10T05:00:00Z,682.5599975585938,688.969970703125,681.3099975585938,687.5700073242188,85671300,yfinance_public_market_data
SPY,2025-12-11T05:00:00Z,685.1400146484375,689.25,682.1699829101562,689.1699829101562,86173700,yfinance_public_market_data
SPY,2025-12-12T05:00:00Z,688.1699829101562,688.8800048828125,679.1699829101562,681.760009765625,113160300,yfinance_public_market_data
SPY,2025-12-15T05:00:00Z,685.739990234375,685.760009765625,679.25,680.72998046875,90811000,yfinance_public_market_data
SPY,2025-12-16T05:00:00Z,679.22998046875,681.0800170898438,674.97998046875,678.8699951171875,122030600,yfinance_public_market_data
