hedging_regime_label,observations,avg_equity_exposure,avg_bond_hedge_exposure,avg_gold_hedge_exposure,avg_cash_buffer,avg_hedge_intensity,avg_volatility_scaler,avg_drawdown,avg_derisking_multiplier,avg_regime_confidence
low_hedge_stable,229,0.6940378838103299,0.19419764487973834,0.0657143912805138,0.04605008002941793,0.30596211618967006,1.1890230923499407,-0.005271253020197506,1.0,0.2527278791787888
moderate_hedge_uncertain,197,0.5427465058583788,0.22279768871448993,0.08045416226763293,0.15400164315949835,0.4572534941416212,0.9528880320147579,-0.031136668675858,0.9459390862944163,0.22712170258601927
high_hedge_risk_off,227,0.31627074881532635,0.29089540761093274,0.12892663088831707,0.26390721268542394,0.6837292511846736,0.6778926341442021,-0.028038948072148018,0.9524229074889867,0.23364996725077342
