observations,var_95,var_99,cvar_95_expected_shortfall,cvar_99_expected_shortfall,downside_semivariance,max_drawdown,mean_return,volatility,asset
438,-0.0378232370990106,-0.05349775582817064,-0.053873818986158624,-0.08180946846403656,0.0006371487962135801,-0.49668605546708755,0.0012870120023394259,0.026577347565656974,BTC-USD
438,-0.014320532641821785,-0.023256097828911436,-0.020897434465918414,-0.03413571660781638,8.737247475427474e-05,-0.1595431185029439,0.000564377681125301,0.009601053540949173,DIA
438,-0.058030528934572626,-0.08677507771771456,-0.08386129547706361,-0.12305316384622367,0.0014411945512771895,-0.61496857653378,0.0006470452890630565,0.040547309308165476,ETH-USD
438,-0.021652067474584275,-0.04078378936051728,-0.035890361281040555,-0.059273384997017155,0.0002608771101593369,-0.19209514099718095,0.0015020699348318887,0.014791799791943923,GLD
438,-0.020350472528806576,-0.035572637363340966,-0.03051829214679812,-0.04660154346344222,0.00019320194531602473,-0.22768301700343152,0.0010284332741385687,0.013456802031493041,QQQ
438,-0.015707612459405624,-0.026882765750304554,-0.02416959728603938,-0.04169485686711184,0.00011863398038417258,-0.18755233666641202,0.0007669251305021186,0.010726341389911357,SPY
438,-0.012303256176573511,-0.01836091297198889,-0.016621935341857366,-0.024592973314767803,5.9368536049970036e-05,-0.14787145906864596,-0.00013975779641766582,0.007472344376268121,TLT
438,-0.11894452278464471,-0.17846333017863006,-0.1637513000469736,-0.23283897722526753,0.004853812507012114,-0.7425950736536142,0.00429388989223451,0.09156946441399592,VIX
