Date,rolling_avg_abs_corr,rolling_max_abs_corr,rolling_corr_dispersion,high_corr_edge_ratio,avg_corr_spike_flag,max_corr_spike_flag,network_stress_flag,diversification_collapse_score,collapse_label,instability_cluster_score,calibrated_most_likely_state,calibrated_regime_confidence,calibrated_state_0_probability,calibrated_state_1_probability,calibrated_state_2_probability
2025-01-27,0.49400153882335374,0.9584271395655694,0.28210293120771046,0.25,0,0,0,0.0,normal_diversification,0.13999999999999999,1,0.2531028357497784,0.1505663947177158,0.6988672105645684,0.1505663947177158
2025-01-28,0.4262741796194303,0.9527571826629991,0.27723773236248517,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531028356301843,0.1505663947605115,0.6988672104789769,0.1505663947605115
2025-01-29,0.4211386503688845,0.9537023178167016,0.26856046207866124,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531028355451273,0.1505663947909484,0.6988672104181032,0.1505663947909484
2025-01-30,0.39534056870016243,0.9478014032210851,0.28045283532195786,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531028716614026,0.1505663818670659,0.6988672362658682,0.1505663818670659
2025-01-31,0.4112192569370829,0.9464953498903403,0.2667845623222782,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531028717810714,0.1505663818242436,0.6988672363515128,0.1505663818242436
2025-02-03,0.4138427870021619,0.937885024862591,0.2617123374668311,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531015134130755,0.150566867904657,0.698866264190686,0.150566867904657
2025-02-04,0.3945332725191414,0.9394580339609298,0.2695348436299804,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531014917831085,0.1505668756447682,0.6988662487104635,0.1505668756447682
2025-02-05,0.38595484146187115,0.9348867053345696,0.2544430332853514,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531014904921149,0.15056687610674,0.6988662477865201,0.15056687610674
2025-02-06,0.3930015897098196,0.9356823270620088,0.2519723058892421,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,1,0.2531028477580339,0.1505663904206701,0.6988672191586597,0.1505663904206701
2025-02-07,0.3325992787615814,0.9277345759117368,0.2641652756832796,0.14285714285714285,0,0,0,0.0,normal_diversification,0.0,1,0.2531028458591988,0.150566391100151,0.6988672177996978,0.150566391100151
2025-02-10,0.3540738943149529,0.9329372099382035,0.2606978884213885,0.14285714285714285,0,0,0,0.0,normal_diversification,0.0,1,0.2531028477277149,0.1505663904315195,0.698867219136961,0.1505663904315195
2025-02-11,0.37151487639473746,0.934050925934677,0.25206732918529473,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2531028157234496,0.1505664018839569,0.6988671962320862,0.1505664018839569
2025-02-12,0.3901071748910381,0.9367747882581796,0.25090875213546615,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2531027666979994,0.1505664194272733,0.6988671611454533,0.1505664194272733
2025-02-13,0.3717745835143108,0.9311808894109426,0.257261870882759,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2531027671207206,0.1505664192760063,0.6988671614479873,0.1505664192760063
2025-02-14,0.2894256636830449,0.9245376110242519,0.28674244410074506,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2531028095171402,0.1505664041048288,0.6988671917903423,0.1505664041048288
2025-02-18,0.2745780172178005,0.921687644907101,0.28306550956584925,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2531028718787897,0.1505663817892759,0.6988672364214482,0.1505663817892759
2025-02-19,0.2800941798400673,0.9133180733692022,0.27895556015041006,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.253102871878973,0.1505663817892103,0.6988672364215792,0.1505663817892103
2025-02-20,0.29683035433413035,0.9248889197289974,0.26354665498605173,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2531028718806726,0.1505663817886021,0.6988672364227956,0.1505663817886021
2025-02-21,0.29766446361084903,0.9249324508153428,0.26626373613497656,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.2530937126645732,0.150569659364363,0.698860681271274,0.150569659364363
2025-02-24,0.2981271642167587,0.9443727232712846,0.28635039941719354,0.10714285714285714,0,0,0,0.0,normal_diversification,0.0,1,0.1152110691984235,0.1455465196832669,0.5488847462702935,0.3055687340464397
2025-02-25,0.306802877370068,0.9403473084569156,0.2875950634584646,0.14285714285714285,0,0,0,0.0,normal_diversification,0.0,2,0.0912205087938973,0.1455453721064435,0.3661208580841426,0.4883337698094139
2025-02-26,0.3153440773030534,0.9352772527796491,0.30679687460492844,0.21428571428571427,0,0,0,0.0,normal_diversification,0.0,2,0.21791995523812,0.1455372359906156,0.183370202367125,0.6710925616422593
2025-02-27,0.3128260852454857,0.928399133487724,0.30219072581702333,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,2,0.2531021343093442,0.150566645722036,0.150566645722036,0.698866708555928
2025-02-28,0.32323179901494253,0.945731191086262,0.30417854619889745,0.17857142857142858,0,0,0,0.0,normal_diversification,0.0,2,0.2531028498573169,0.1505663896694606,0.1505663896694607,0.6988672206610786
2025-03-03,0.3193274574234149,0.9469473987530458,0.2983922855263117,0.21428571428571427,0,0,0,0.0,normal_diversification,0.0,2,0.253102871795815,0.1505663818189676,0.1505663818189677,0.6988672363620646
2025-03-04,0.3578731930135424,0.9600363698173515,0.2959802985889142,0.21428571428571427,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718824444,0.1505663817879681,0.1505663817879682,0.6988672364240637
2025-03-05,0.3819593072125344,0.9309778083609473,0.2875549790686584,0.21428571428571427,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-06,0.4037223947761239,0.9343767179709102,0.29319793831288776,0.21428571428571427,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-07,0.40150505221001354,0.94152449792937,0.29961494830766555,0.21428571428571427,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-10,0.390609243066641,0.9423983119014051,0.30549124923933485,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-11,0.41613756012861697,0.9551315004600219,0.30866163513225037,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-12,0.3903624097105855,0.9441673884049214,0.3102812199799105,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-13,0.3992390014680085,0.9465059349676653,0.30343104749277044,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-14,0.3901230286645226,0.9504008881195299,0.3016272134682971,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-17,0.44144399774806764,0.9546177034571869,0.28744256217051434,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-18,0.4459277632695334,0.9565965564095819,0.2896441691082768,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826328,0.1505663817879007,0.1505663817879007,0.6988672364241985
2025-03-19,0.4383438188954412,0.956563517566414,0.2982580084528565,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826327,0.1505663817879007,0.1505663817879008,0.6988672364241985
2025-03-20,0.44092938872425286,0.9595171599009902,0.30848608362955754,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826327,0.1505663817879007,0.1505663817879008,0.6988672364241985
2025-03-21,0.4417742446496121,0.9597441369919013,0.3109567276146154,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028718826327,0.1505663817879007,0.1505663817879008,0.6988672364241985
2025-03-24,0.43403324744804894,0.957541093872245,0.31668553783802544,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028632978392,0.1505663848598913,0.1505663848598913,0.6988672302802174
2025-03-25,0.45746381788196394,0.9641241281498572,0.317621585824018,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531028628135884,0.1505663850331761,0.1505663850331761,0.6988672299336478
2025-03-26,0.46404049706686157,0.9662595607258171,0.31733122370548367,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531027993697375,0.1505664077359854,0.1505664077359855,0.6988671845280291
2025-03-27,0.4661784084372191,0.9671479949633351,0.32229746391406106,0.25,0,0,0,0.0,normal_diversification,0.0,2,0.2531025933922171,0.1505664814432039,0.1505664814432039,0.6988670371135922
