date,train_end,test_start,mars,static_cvar,equal_weight,mean_variance,stress_probability,turnover
2023-09-18,2023-07-06,2023-07-07,0.002808215113513113,0.002808215113513113,0.00304394876208558,0.00035189238912876065,0.06299212598425197,0.0
2023-09-19,2023-07-06,2023-07-07,-0.0027604970986700563,-0.0027604970986700563,-0.0026005042251181776,-0.0012442509636877207,0.06299212598425197,0.0
2023-09-20,2023-07-06,2023-07-07,-0.0022913813644591437,-0.0022913813644591437,-0.0013357582035109505,-0.005516121151951303,0.06299212598425197,0.0
2023-09-21,2023-07-06,2023-07-07,-0.01365311281772641,-0.01365311281772641,-0.012362709518000059,-0.009916943925791077,0.06299212598425197,0.0
2023-09-22,2023-07-06,2023-07-07,0.0018653500542498702,0.0018653500542498702,0.002250278763856084,-0.0013491812624223164,0.06299212598425197,0.0
2023-09-25,2023-07-06,2023-07-07,-0.005710509958915805,-0.005710509958915805,-0.006388562426783484,0.002523138129183433,0.06299212598425197,0.0
2023-09-26,2023-07-06,2023-07-07,-0.007609073348450507,-0.007609073348450507,-0.006539506461280403,-0.008814697091166711,0.06299212598425197,0.0
2023-09-27,2023-07-06,2023-07-07,-0.0036277125627718404,-0.0036277125627718404,-0.004285966188482315,0.00023952738585362174,0.06299212598425197,0.0
2023-09-28,2023-07-06,2023-07-07,0.001793171353988487,0.001793171353988487,0.0009635692538756124,0.0034784563477028296,0.06299212598425197,0.0
2023-09-29,2023-07-06,2023-07-07,-0.0028762976105088053,-0.0028762976105088053,-0.003147362554574873,-0.0014562152363677416,0.06299212598425197,0.0
2023-10-02,2023-07-06,2023-07-07,-0.006423949612488439,-0.006423949612488439,-0.006909120447263523,-0.00023858668653291558,0.06299212598425197,0.0
2023-10-03,2023-07-06,2023-07-07,-0.010640735093570719,-0.010640735093570719,-0.00944653644710855,-0.008031664472943522,0.06299212598425197,0.0
2023-10-04,2023-07-06,2023-07-07,0.006051998445790175,0.006051998445790175,0.005317891145499604,0.004369166847331262,0.06299212598425197,0.0
2023-10-05,2023-10-04,2023-10-05,-0.0017447584309682408,-0.0017447584309682408,-0.001798712105410466,-0.00022611399398586785,0.031496062992125984,0.0
2023-10-06,2023-10-04,2023-10-05,0.0021568956047349156,0.0021568956047349156,0.0012272596642400047,0.007123740729302325,0.031496062992125984,0.0
2023-10-09,2023-10-04,2023-10-05,0.011785281096977752,0.011785281096977752,0.012064336928699015,0.0038412992443532896,0.031496062992125984,0.0
2023-10-10,2023-10-04,2023-10-05,0.0011403971975638525,0.0011403971975638525,0.0005360057801425122,0.003122919735928686,0.031496062992125984,0.0
2023-10-11,2023-10-04,2023-10-05,0.008115841921789768,0.008115841921789768,0.008071370529092181,0.002457742137703142,0.031496062992125984,0.0
2023-10-12,2023-10-04,2023-10-05,-0.009525544956864607,-0.009525544956864607,-0.009068389622490375,-0.0036578272242185125,0.031496062992125984,0.0
2023-10-13,2023-10-04,2023-10-05,0.009159358348478688,0.009159358348478688,0.011264871276118582,-0.00298859961221866,0.031496062992125984,0.0
2023-10-16,2023-10-04,2023-10-05,-0.001313908255710339,-0.001313908255710339,-0.0026093150416121036,0.0063129622583068135,0.031496062992125984,0.0
2023-10-17,2023-10-04,2023-10-05,-0.0024004418134372153,-0.0024004418134372153,-0.0023031358467621166,-2.7553669544393403e-05,0.031496062992125984,0.0
2023-10-18,2023-10-04,2023-10-05,-0.003969081317647753,-0.003969081317647753,-0.0019130326367565453,-0.007995047043769235,0.031496062992125984,0.0
2023-10-19,2023-10-04,2023-10-05,-0.005738713796312033,-0.005738713796312033,-0.0042463716081257985,-0.005271848317979829,0.031496062992125984,0.0
2023-10-20,2023-10-04,2023-10-05,-0.0023351383639667314,-0.0023351383639667314,-0.0009697932137988918,-0.007372801672757242,0.031496062992125984,0.0
2023-10-23,2023-10-04,2023-10-05,0.0017213331850384093,0.0017213331850384093,0.0017258060811586873,-0.0010399564946823989,0.031496062992125984,0.0
2023-10-24,2023-10-04,2023-10-05,0.005911122875831154,0.005911122875831154,0.0051517075466414874,0.0045236927091477025,0.031496062992125984,0.0
2023-10-25,2023-10-04,2023-10-05,-0.0097468764950628,-0.0097468764950628,-0.008101195605174166,-0.008611438246729572,0.031496062992125984,0.0
2023-10-26,2023-10-04,2023-10-05,-4.065052409261646e-05,-4.065052409261646e-05,0.0012357180457437666,-0.007184675683868018,0.031496062992125984,0.0
2023-10-27,2023-10-04,2023-10-05,-0.0003227583947061508,-0.0003227583947061508,0.0007120006819427427,-0.0027196145323902703,0.031496062992125984,0.0
2023-10-30,2023-10-04,2023-10-05,0.0019303531481273388,0.0019303531481273388,0.0004527595457943234,0.007173397508605726,0.031496062992125984,0.0
2023-10-31,2023-10-04,2023-10-05,-0.0001136075917757334,-0.0001136075917757334,-0.0010144675351442811,0.0037681908882166025,0.031496062992125984,0.0
2023-11-01,2023-10-04,2023-10-05,0.008523070711194248,0.008523070711194248,0.0072990692914043365,0.006398815663191612,0.031496062992125984,0.0
2023-11-02,2023-10-04,2023-10-05,0.013071602224800204,0.013071602224800204,0.0113213724387084,0.011498600604095719,0.031496062992125984,0.0
2023-11-03,2023-10-04,2023-10-05,0.005615541810306445,0.005615541810306445,0.004885147951314617,0.005474039538993572,0.031496062992125984,0.0
2023-11-06,2023-10-04,2023-10-05,-0.0031783096703169094,-0.0031783096703169094,-0.003797989486001685,0.001380310776349965,0.031496062992125984,0.0
2023-11-07,2023-10-04,2023-10-05,0.0038545361237038887,0.0038545361237038887,0.0033626764627863737,0.001707618712178022,0.031496062992125984,0.0
2023-11-08,2023-10-04,2023-10-05,0.0025213353648914183,0.0025213353648914183,0.0019497200559514538,0.0004393986799736528,0.031496062992125984,0.0
2023-11-09,2023-10-04,2023-10-05,-0.007683312727341124,-0.007683312727341124,-0.0067042907983123345,-0.004679241044185298,0.031496062992125984,0.0
2023-11-10,2023-10-04,2023-10-05,0.004679803497197964,0.004679803497197964,0.0025738190956288154,0.009362980750041229,0.031496062992125984,0.0
2023-11-13,2023-10-04,2023-10-05,0.0002122111397637298,0.0002122111397637298,0.0005860847123687063,-0.0005720252962489134,0.031496062992125984,0.0
2023-11-14,2023-10-04,2023-10-05,0.014241069848095467,0.014241069848095467,0.01274693710572472,0.011640549585928025,0.031496062992125984,0.0
2023-11-15,2023-10-04,2023-10-05,-0.003294796926438498,-0.003294796926438498,-0.0036382677964306165,0.0012701447778131257,0.031496062992125984,0.0
2023-11-16,2023-10-04,2023-10-05,0.005791923708480052,0.005791923708480052,0.006233917578467363,0.000733859933532926,0.031496062992125984,0.0
2023-11-17,2023-10-04,2023-10-05,0.0015852088461891234,0.0015852088461891234,0.001455372390086751,0.0007463480323923317,0.031496062992125984,0.0
2023-11-20,2023-10-04,2023-10-05,0.0038945411329862067,0.0038945411329862067,0.003043117983612287,0.004618524650996127,0.031496062992125984,0.0
2023-11-21,2023-10-04,2023-10-05,0.0012864686947485944,0.0012864686947485944,0.002044300602186938,-0.001307621254764402,0.031496062992125984,0.0
2023-11-22,2023-10-04,2023-10-05,0.001382289995025343,0.001382289995025343,0.000783106694383251,0.0023164240246664313,0.031496062992125984,0.0
2023-11-24,2023-10-04,2023-10-05,-0.0016880394303477315,-0.0016880394303477315,-0.0014895074437326628,0.00036928715470229773,0.031496062992125984,0.0
2023-11-27,2023-10-04,2023-10-05,0.004893207408895496,0.004893207408895496,0.00541019571293061,-0.0010805844632583315,0.031496062992125984,0.0
2023-11-28,2023-10-04,2023-10-05,0.0035057229497307283,0.0035057229497307283,0.004073306375802721,0.0005940553316901916,0.031496062992125984,0.0
2023-11-29,2023-10-04,2023-10-05,0.0031925408398237876,0.0031925408398237876,0.0033368483663428483,-0.00042201320187515483,0.031496062992125984,0.0
2023-11-30,2023-10-04,2023-10-05,-0.0023434518320002264,-0.0023434518320002264,-0.0029455844935817876,0.0023624108569286267,0.031496062992125984,0.0
2023-12-01,2023-10-04,2023-10-05,0.010233427326867685,0.010233427326867685,0.010505411247000829,0.0035495447019867916,0.031496062992125984,0.0
2023-12-04,2023-10-04,2023-10-05,-0.0071545670759523795,-0.0071545670759523795,-0.007710308515837233,-0.0031495792996687495,0.031496062992125984,0.0
2023-12-05,2023-10-04,2023-10-05,0.004546411535663091,0.004546411535663091,0.004377149394627827,-0.00011826093143195962,0.031496062992125984,0.0
2023-12-06,2023-10-04,2023-10-05,0.0026564164951721593,0.0026564164951721593,0.0032437510115593537,-0.002417938494674815,0.031496062992125984,0.0
2023-12-07,2023-10-04,2023-10-05,0.0015664656291353217,0.0015664656291353217,0.0008859338366996872,0.004578289079737494,0.031496062992125984,0.0
2023-12-08,2023-10-04,2023-10-05,-0.0032090478003403374,-0.0032090478003403374,-0.004305986708843718,0.002579516116564925,0.031496062992125984,0.0
2023-12-11,2023-10-04,2023-10-05,-0.0013762237372743186,-0.0013762237372743186,-0.0023173141231999927,0.002333673765945398,0.031496062992125984,0.0
2023-12-12,2023-10-04,2023-10-05,0.0022317211824903647,0.0022317211824903647,0.0017477624241246104,0.0027403599143410963,0.031496062992125984,0.0
2023-12-13,2023-10-04,2023-10-05,0.01520451411808078,0.01520451411808078,0.014953629878307229,0.008274065478494217,0.031496062992125984,0.0
2023-12-14,2023-10-04,2023-10-05,0.008799112941233289,0.008799112941233289,0.008771298963509755,0.0019256497610821036,0.031496062992125984,0.0
2023-12-15,2023-10-04,2023-10-05,-0.0021318893331252146,-0.0021318893331252146,-0.0024255715833597646,-0.0009878600301498337,0.031496062992125984,0.0
2023-12-18,2023-10-04,2023-10-05,0.0008858849100041202,0.0008858849100041202,0.0005506594905513862,0.0033749986720890105,0.031496062992125984,0.0
2023-12-19,2023-10-04,2023-10-05,0.004838253597119602,0.004838253597119602,0.004570850611882837,0.0036486000850291874,0.031496062992125984,0.0
2023-12-20,2023-10-04,2023-10-05,-0.004245585959449849,-0.004245585959449849,-0.0031321339318050867,-0.008314507046699534,0.031496062992125984,0.0
2023-12-21,2023-10-04,2023-10-05,0.0031509027957931815,0.0031509027957931815,0.0025562320917787706,0.005689214860625388,0.031496062992125984,0.0
2023-12-22,2023-10-04,2023-10-05,0.000453097188598878,0.000453097188598878,0.000473850679893667,0.0012058041789138922,0.031496062992125984,0.0
2023-12-26,2023-10-04,2023-10-05,0.003712796016832676,0.003712796016832676,0.0036715917112016827,0.002533445809109837,0.031496062992125984,0.0
2023-12-27,2023-10-04,2023-10-05,0.0059703917748089915,0.0059703917748089915,0.006016463706945807,0.001084921075103436,0.031496062992125984,0.0
2023-12-28,2023-10-04,2023-10-05,-0.0028466259100448647,-0.0028466259100448647,-0.003175177250522687,0.0002266767455758571,0.031496062992125984,0.0
2023-12-29,2023-10-04,2023-10-05,-0.0035816460905448546,-0.0035816460905448546,-0.003370483522626644,-0.0017370277131109316,0.031496062992125984,0.0
2024-01-02,2023-10-04,2023-10-05,-0.003870582106128917,-0.003870582106128917,-0.0034286456743732874,-0.0033577915557778024,0.031496062992125984,0.0
2024-01-03,2023-10-04,2023-10-05,-0.003483077682273611,-0.003483077682273611,-0.0030832521681012914,-0.004899995966295221,0.031496062992125984,0.0
2024-01-04,2023-10-04,2023-10-05,-0.004725084650597733,-0.004725084650597733,-0.0043527380527538795,-0.00193269571908728,0.031496062992125984,0.0
2024-01-05,2024-01-04,2024-01-05,-0.0018803603854353756,-0.0018803603854353756,-0.0020094149075424173,0.0007001722485942683,0.07086614173228346,0.0
2024-01-08,2024-01-04,2024-01-05,0.005899795509512283,0.005899795509512283,0.004081399657870521,0.006312966782347517,0.07086614173228346,0.0
2024-01-09,2024-01-04,2024-01-05,-0.0020610349229716165,-0.0020610349229716165,-0.001893367513102262,-0.0007239831108909401,0.07086614173228346,0.0
2024-01-10,2024-01-04,2024-01-05,0.00035736428286732287,0.00035736428286732287,-0.000322580469957201,0.002584947400235298,0.07086614173228346,0.0
2024-01-11,2024-01-04,2024-01-05,0.0016442034869605104,0.0016442034869605104,0.0017869413562754677,-1.4837277299884735e-05,0.07086614173228346,0.0
2024-01-12,2024-01-04,2024-01-05,0.001710087273665973,0.001710087273665973,0.0021305127717053396,0.0013639720129147485,0.07086614173228346,0.0
2024-01-16,2024-01-04,2024-01-05,-0.0075857768992865175,-0.0075857768992865175,-0.007693064570113817,-0.0028188085739483124,0.07086614173228346,0.0
2024-01-17,2024-01-04,2024-01-05,-0.004544154956400982,-0.004544154956400982,-0.004539078617149056,-0.003919760503230415,0.07086614173228346,0.0
2024-01-18,2024-01-04,2024-01-05,0.002435114289227897,0.002435114289227897,0.00195747178811842,0.005294609325385059,0.07086614173228346,0.0
2024-01-19,2024-01-04,2024-01-05,0.005760602268145787,0.005760602268145787,0.004663422059646705,0.0065329841693744384,0.07086614173228346,0.0
2024-01-22,2024-01-04,2024-01-05,0.001472349230392755,0.001472349230392755,0.0010720100108683739,0.0006626212693795556,0.07086614173228346,0.0
